[2026-09-14 10:59:13,016][robosuite_logs][WARNING] - No private macro file found!
[2026-09-14 10:59:13,017][robosuite_logs][WARNING] - It is recommended to use a private macro file
[2026-09-14 10:59:13,017][robosuite_logs][WARNING] - To setup, run: python /mnt/d/Desktop/my_project/paper_reproduction/DPPO/.runtime/venv/lib/python3.12/site-packages/robosuite/scripts/setup_macros.py
[2026-09-14 10:59:13,253][OpenGL.acceleratesupport][INFO] - No OpenGL_accelerate module loaded: No module named 'OpenGL_accelerate'
[2026-09-14 10:59:32,696][root][INFO] - Loaded SL-trained policy from /mnt/d/Desktop/my_project/paper_reproduction/DPPO/logs/robomimic-pretrain/transport/transport_pre_diffusion_mlp_ta8_td20/2024-07-08_11-18-59/checkpoint/state_8000.pt
[2026-09-14 10:59:32,698][root][INFO] - Number of network parameters: 2427088
[2026-09-14 10:59:32,852][root][INFO] - Cloned model for fine-tuning
[2026-09-14 10:59:32,852][root][INFO] - Turned off gradients of the pretrained network
[2026-09-14 10:59:32,853][root][INFO] - Number of finetuned parameters: 2427088
[2026-09-14 11:02:40,393][agent.finetune.train_agent][INFO] - Saved model to /mnt/d/AgentData/DPPO-P5-B/formal_run_20260914_110100/robomimic-finetune/transport_ft_diffusion_mlp_ta8_td20_tdf10/2026-09-14_10-59-02_42/checkpoint/state_0.pt
[2026-09-14 11:02:40,394][agent.finetune.train_ppo_diffusion_agent][INFO] - eval: success rate   0.1800 | avg episode reward  38.4700 | avg best reward   0.1800
[2026-09-14 11:05:45,343][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:45,381][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:45,418][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:45,455][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:45,492][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:45,530][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:45,567][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:45,605][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:45,642][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:45,680][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:45,717][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:45,755][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:45,796][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:45,833][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:45,871][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:45,909][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:45,948][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:45,986][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:46,024][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:46,063][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 11:05:46,100][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 1, num_batch: 20
[2026-09-14 11:05:46,140][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 1, num_batch: 20
[2026-09-14 11:05:46,177][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 1, num_batch: 20
[2026-09-14 11:05:46,217][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 1, num_batch: 20
