[2026-09-14 07:43:54,607][robosuite_logs][WARNING] - No private macro file found!
[2026-09-14 07:43:54,608][robosuite_logs][WARNING] - It is recommended to use a private macro file
[2026-09-14 07:43:54,608][robosuite_logs][WARNING] - To setup, run: python /mnt/d/Desktop/my_project/paper_reproduction/DPPO/.runtime/venv/lib/python3.12/site-packages/robosuite/scripts/setup_macros.py
[2026-09-14 07:43:54,883][OpenGL.acceleratesupport][INFO] - No OpenGL_accelerate module loaded: No module named 'OpenGL_accelerate'
[2026-09-14 07:44:13,789][root][INFO] - Loaded SL-trained policy from /mnt/d/Desktop/my_project/paper_reproduction/DPPO/logs/robomimic-pretrain/square/square_pre_diffusion_mlp_ta4_td20/2024-07-10_01-46-16/checkpoint/state_8000.pt
[2026-09-14 07:44:13,790][root][INFO] - Number of network parameters: 2305212
[2026-09-14 07:44:13,978][root][INFO] - Cloned model for fine-tuning
[2026-09-14 07:44:13,979][root][INFO] - Turned off gradients of the pretrained network
[2026-09-14 07:44:13,979][root][INFO] - Number of finetuned parameters: 2305212
[2026-09-14 07:44:57,897][agent.finetune.train_agent][INFO] - Saved model to /mnt/d/AgentData/DPPO-P5-A/formal_run_20260914_074500/robomimic-finetune/square_ft_diffusion_mlp_ta4_td20_tdf10/2026-09-14_07-43-43_42/checkpoint/state_0.pt
[2026-09-14 07:44:57,898][agent.finetune.train_ppo_diffusion_agent][INFO] - eval: success rate   0.4400 | avg episode reward  67.8150 | avg best reward   0.4400
[2026-09-14 07:45:41,886][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 20
[2026-09-14 07:45:43,233][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 1, num_batch: 20
[2026-09-14 07:45:43,272][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 1, num_batch: 20
[2026-09-14 07:45:43,309][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 1, num_batch: 20
[2026-09-14 07:45:43,349][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 1, num_batch: 20
[2026-09-14 07:45:43,389][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 1, num_batch: 20
[2026-09-14 07:45:43,427][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 1, num_batch: 20
[2026-09-14 07:45:43,468][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:43,509][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:43,547][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:43,586][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:43,624][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:43,661][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:43,704][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:43,743][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:43,782][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:43,823][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:43,863][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:43,903][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:43,941][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:43,980][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:44,020][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:44,060][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:44,099][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:44,138][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:44,177][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:44,215][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 2, num_batch: 20
[2026-09-14 07:45:44,254][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:44,293][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:44,334][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:44,373][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:44,412][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:44,451][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:44,490][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:44,529][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:44,568][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:44,608][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:44,646][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:44,686][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:44,728][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:44,768][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:44,809][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:44,850][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:44,888][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:44,927][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:44,965][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:45,003][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 3, num_batch: 20
[2026-09-14 07:45:45,041][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,080][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,119][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,158][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,196][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,236][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,275][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,314][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,353][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,391][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,431][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,470][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,509][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,547][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,584][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,622][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,661][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,702][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,741][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,780][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 4, num_batch: 20
[2026-09-14 07:45:45,818][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:45,857][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:45,895][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:45,934][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:45,973][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:46,010][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:46,048][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:46,088][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:46,127][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:46,168][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:46,207][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:46,246][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:46,284][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:46,324][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:46,361][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:46,403][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:46,442][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:46,480][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:46,520][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:46,557][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 5, num_batch: 20
[2026-09-14 07:45:46,597][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:46,635][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:46,675][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:46,712][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:46,752][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:46,791][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:46,831][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:46,871][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:46,908][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:46,949][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:46,991][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:47,030][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:47,069][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:47,110][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:47,148][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:47,187][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:47,224][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:47,264][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:47,302][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:47,342][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 6, num_batch: 20
[2026-09-14 07:45:47,384][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:47,425][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:47,466][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:47,503][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:47,544][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:47,583][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:47,621][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:47,659][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:47,698][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:47,736][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:47,775][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:47,814][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:47,853][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:47,893][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:47,931][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:47,971][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:48,009][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:48,048][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:48,087][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:48,128][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 7, num_batch: 20
[2026-09-14 07:45:48,168][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 8, num_batch: 20
[2026-09-14 07:45:48,206][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 8, num_batch: 20
[2026-09-14 07:45:48,245][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 8, num_batch: 20
[2026-09-14 07:45:48,286][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 8, num_batch: 20
[2026-09-14 07:45:48,327][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 8, num_batch: 20
[2026-09-14 07:45:48,366][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 8, num_batch: 20
[2026-09-14 07:45:48,404][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 8, num_batch: 20
[2026-09-14 07:45:48,442][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 8, num_batch: 20
[2026-09-14 07:45:48,481][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 8, num_batch: 20
[2026-09-14 07:45:48,519][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 8, num_batch: 20
[2026-09-14 07:45:48,557][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 8, num_batch: 20
[2026-09-14 07:45:48,594][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 8, num_batch: 20
[2026-09-14 07:45:48,634][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 8, num_batch: 20
[2026-09-14 07:45:48,672][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 8, num_batch: 20
[2026-09-14 07:45:48,712][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 8, num_batch: 20
[2026-09-14 07:45:48,750][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 8, num_batch: 20
[2026-09-14 07:45:48,790][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 8, num_batch: 20
