task,checkpoint_hash,reset_seed,source_policy,boundary,pulse_direction,pulse_magnitude,condition,screening_or_test,block,draw,native_success,termination_reason,remaining_horizon,actual_steps,snapshot_id,pulse_id,target_pulse_magnitude,actual_action_delta,clip_ratio,eef_displacement_vs_sham,object_displacement_vs_sham,success_before_pulse,success_during_pulse,done_during_pulse,pulse_complete,action_coordinate,reference_frame,sampler_seed
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940001,bc,10,,,parent,parent,,,0,natural_termination_or_horizon,0,400,,,,,,,,,,,,,,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940001,bc,10,+x,0.0,sham,pulse,,,0,pulse_complete,356,4,square-seed940001-bc-b10,square-seed940001-bc-b10-m0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940001,bc,10,+x,0.125,perturbed,pulse,,,0,pulse_complete,356,4,square-seed940001-bc-b10,square-seed940001-bc-b10-m0.125,0.125,0.125,0.0,0.004517332067762651,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940001,bc,10,+x,0.25,perturbed,pulse,,,0,pulse_complete,356,4,square-seed940001-bc-b10,square-seed940001-bc-b10-m0.25,0.25,0.25,0.0,0.009025613623593139,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940001,bc,10,+x,0.5,perturbed,pulse,,,0,pulse_complete,356,4,square-seed940001-bc-b10,square-seed940001-bc-b10-m0.5,0.5,0.5,0.0,0.0179906024326201,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940001,ft,10,,,parent,parent,,,1,native_success,272,128,,,,,,,,,,,,,,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940001,ft,10,+x,0.0,sham,pulse,,,0,pulse_complete,356,4,square-seed940001-ft-b10,square-seed940001-ft-b10-m0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940001,ft,10,+x,0.125,perturbed,pulse,,,0,pulse_complete,356,4,square-seed940001-ft-b10,square-seed940001-ft-b10-m0.125,0.125,0.125,0.0,0.004449952675253519,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940001,ft,10,+x,0.25,perturbed,pulse,,,0,pulse_complete,356,4,square-seed940001-ft-b10,square-seed940001-ft-b10-m0.25,0.25,0.25,0.0,0.008915478598640522,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940001,ft,10,+x,0.5,perturbed,pulse,,,0,pulse_complete,356,4,square-seed940001-ft-b10,square-seed940001-ft-b10-m0.5,0.5,0.5,0.0,0.017866241939157427,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940002,bc,20,,,parent,parent,,,1,native_success,68,332,,,,,,,,,,,,,,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940002,bc,20,-x,0.0,sham,pulse,,,0,pulse_complete,316,4,square-seed940002-bc-b20,square-seed940002-bc-b20-m0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940002,bc,20,-x,0.125,perturbed,pulse,,,0,pulse_complete,316,4,square-seed940002-bc-b20,square-seed940002-bc-b20-m0.125,0.125,0.125,0.0,0.004403407005967036,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940002,bc,20,-x,0.25,perturbed,pulse,,,0,pulse_complete,316,4,square-seed940002-bc-b20,square-seed940002-bc-b20-m0.25,0.25,0.25,0.0,0.008804289601578382,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940002,bc,20,-x,0.5,perturbed,pulse,,,0,pulse_complete,316,4,square-seed940002-bc-b20,square-seed940002-bc-b20-m0.5,0.5,0.5,0.0,0.017597985343607358,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940002,ft,20,,,parent,parent,,,1,native_success,216,184,,,,,,,,,,,,,,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940002,ft,20,-x,0.0,sham,pulse,,,0,pulse_complete,316,4,square-seed940002-ft-b20,square-seed940002-ft-b20-m0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940002,ft,20,-x,0.125,perturbed,pulse,,,0,pulse_complete,316,4,square-seed940002-ft-b20,square-seed940002-ft-b20-m0.125,0.125,0.125,0.0,0.004103709980287963,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940002,ft,20,-x,0.25,perturbed,pulse,,,0,pulse_complete,316,4,square-seed940002-ft-b20,square-seed940002-ft-b20-m0.25,0.25,0.25,0.0,0.008165436967875524,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940002,ft,20,-x,0.5,perturbed,pulse,,,0,pulse_complete,316,4,square-seed940002-ft-b20,square-seed940002-ft-b20-m0.5,0.5,0.5,0.0,0.01642596852961419,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940003,bc,40,,,parent,parent,,,0,natural_termination_or_horizon,0,400,,,,,,,,,,,,,,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940003,bc,40,+y,0.0,sham,pulse,,,0,pulse_complete,236,4,square-seed940003-bc-b40,square-seed940003-bc-b40-m0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940003,bc,40,+y,0.125,perturbed,pulse,,,0,pulse_complete,236,4,square-seed940003-bc-b40,square-seed940003-bc-b40-m0.125,0.125,0.125,0.0,0.0024189943604001293,0.003975304383318038,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940003,bc,40,+y,0.25,perturbed,pulse,,,0,pulse_complete,236,4,square-seed940003-bc-b40,square-seed940003-bc-b40-m0.25,0.25,0.25,0.0,0.0038822656814353263,0.00365992494266584,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940003,bc,40,+y,0.5,perturbed,pulse,,,0,pulse_complete,236,4,square-seed940003-bc-b40,square-seed940003-bc-b40-m0.5,0.5,0.5,0.0,0.008532638999043907,0.0056885889680018805,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940003,ft,40,,,parent,parent,,,1,native_success,296,104,,,,,,,,,,,,,,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940004,bc,10,,,parent,parent,,,0,natural_termination_or_horizon,0,400,,,,,,,,,,,,,,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940004,bc,10,-y,0.0,sham,pulse,,,0,pulse_complete,356,4,square-seed940004-bc-b10,square-seed940004-bc-b10-m0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940004,bc,10,-y,0.125,perturbed,pulse,,,0,pulse_complete,356,4,square-seed940004-bc-b10,square-seed940004-bc-b10-m0.125,0.125,0.125,0.0,0.00484802226144389,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940004,bc,10,-y,0.25,perturbed,pulse,,,0,pulse_complete,356,4,square-seed940004-bc-b10,square-seed940004-bc-b10-m0.25,0.25,0.25,0.0,0.0096435209487423,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940004,bc,10,-y,0.5,perturbed,pulse,,,0,pulse_complete,356,4,square-seed940004-bc-b10,square-seed940004-bc-b10-m0.5,0.5,0.5,0.0,0.019200160211394646,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940004,ft,10,,,parent,parent,,,1,native_success,304,96,,,,,,,,,,,,,,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940004,ft,10,-y,0.0,sham,pulse,,,0,pulse_complete,356,4,square-seed940004-ft-b10,square-seed940004-ft-b10-m0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940004,ft,10,-y,0.125,perturbed,pulse,,,0,pulse_complete,356,4,square-seed940004-ft-b10,square-seed940004-ft-b10-m0.125,0.125,0.125,0.0,0.0026376834774946537,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940004,ft,10,-y,0.25,perturbed,pulse,,,0,pulse_complete,356,4,square-seed940004-ft-b10,square-seed940004-ft-b10-m0.25,0.25,0.25,0.0,0.0053182562344968425,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940004,ft,10,-y,0.5,perturbed,pulse,,,0,pulse_complete,356,4,square-seed940004-ft-b10,square-seed940004-ft-b10-m0.5,0.5,0.5,0.0,0.010808317068042948,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940005,bc,20,,,parent,parent,,,1,native_success,240,160,,,,,,,,,,,,,,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940005,bc,20,+x,0.0,sham,pulse,,,0,pulse_complete,316,4,square-seed940005-bc-b20,square-seed940005-bc-b20-m0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940005,bc,20,+x,0.125,perturbed,pulse,,,0,pulse_complete,316,4,square-seed940005-bc-b20,square-seed940005-bc-b20-m0.125,0.125,0.125,0.0,0.0021501320366379703,0.00848331165135279,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940005,bc,20,+x,0.25,perturbed,pulse,,,0,pulse_complete,316,4,square-seed940005-bc-b20,square-seed940005-bc-b20-m0.25,0.25,0.25,0.0,0.005495242878702894,0.011095283128465949,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940005,bc,20,+x,0.5,perturbed,pulse,,,0,pulse_complete,316,4,square-seed940005-bc-b20,square-seed940005-bc-b20-m0.5,0.5,0.5,0.0,0.008384942283977515,0.013690706977633417,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940005,ft,20,,,parent,parent,,,1,native_success,312,88,,,,,,,,,,,,,,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940005,ft,20,+x,0.0,sham,pulse,,,1,success_or_done_during_pulse,316,4,square-seed940005-ft-b20,square-seed940005-ft-b20-m0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940005,ft,20,+x,0.125,perturbed,pulse,,,1,success_or_done_during_pulse,316,4,square-seed940005-ft-b20,square-seed940005-ft-b20-m0.125,0.125,0.125,0.0,0.004104266364057606,0.0020721754077471103,0,1,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940005,ft,20,+x,0.25,perturbed,pulse,,,1,success_or_done_during_pulse,316,4,square-seed940005-ft-b20,square-seed940005-ft-b20-m0.25,0.25,0.25,0.0,0.008184609415522634,0.002554135394717184,0,1,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940005,ft,20,+x,0.5,perturbed,pulse,,,1,success_or_done_during_pulse,316,4,square-seed940005-ft-b20,square-seed940005-ft-b20-m0.5,0.5,0.5,0.0,0.016288470687783843,0.002080418771055757,0,1,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940006,bc,40,,,parent,parent,,,1,native_success,156,244,,,,,,,,,,,,,,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940006,bc,40,-x,0.0,sham,pulse,,,0,pulse_complete,236,4,square-seed940006-bc-b40,square-seed940006-bc-b40-m0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940006,bc,40,-x,0.125,perturbed,pulse,,,0,pulse_complete,236,4,square-seed940006-bc-b40,square-seed940006-bc-b40-m0.125,0.125,0.125,0.0,0.004728644320148525,0.07652876199570216,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940006,bc,40,-x,0.25,perturbed,pulse,,,0,pulse_complete,236,4,square-seed940006-bc-b40,square-seed940006-bc-b40-m0.25,0.25,0.25,0.0,0.00942912752758633,0.07660292631707112,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940006,bc,40,-x,0.5,perturbed,pulse,,,0,pulse_complete,236,4,square-seed940006-bc-b40,square-seed940006-bc-b40-m0.5,0.5,0.5,0.0,0.01887850510898965,0.0776407284557735,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940006,ft,40,,,parent,parent,,,1,native_success,304,96,,,,,,,,,,,,,,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940007,bc,10,,,parent,parent,,,1,native_success,172,228,,,,,,,,,,,,,,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940007,bc,10,+y,0.0,sham,pulse,,,0,pulse_complete,356,4,square-seed940007-bc-b10,square-seed940007-bc-b10-m0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940007,bc,10,+y,0.125,perturbed,pulse,,,0,pulse_complete,356,4,square-seed940007-bc-b10,square-seed940007-bc-b10-m0.125,0.125,0.125,0.0,0.004393558750423072,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940007,bc,10,+y,0.25,perturbed,pulse,,,0,pulse_complete,356,4,square-seed940007-bc-b10,square-seed940007-bc-b10-m0.25,0.25,0.25,0.0,0.008880749931177233,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940007,bc,10,+y,0.5,perturbed,pulse,,,0,pulse_complete,356,4,square-seed940007-bc-b10,square-seed940007-bc-b10-m0.5,0.5,0.5,0.0,0.017951671687743233,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940007,ft,10,,,parent,parent,,,1,native_success,300,100,,,,,,,,,,,,,,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940007,ft,10,+y,0.0,sham,pulse,,,0,pulse_complete,356,4,square-seed940007-ft-b10,square-seed940007-ft-b10-m0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940007,ft,10,+y,0.125,perturbed,pulse,,,0,pulse_complete,356,4,square-seed940007-ft-b10,square-seed940007-ft-b10-m0.125,0.125,0.125,0.0,0.0021432078613784888,0.006678379326174733,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940007,ft,10,+y,0.25,perturbed,pulse,,,0,pulse_complete,356,4,square-seed940007-ft-b10,square-seed940007-ft-b10-m0.25,0.25,0.25,0.0,0.0012170977379357692,0.005865141447963648,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940007,ft,10,+y,0.5,perturbed,pulse,,,0,pulse_complete,356,4,square-seed940007-ft-b10,square-seed940007-ft-b10-m0.5,0.5,0.5,0.0,0.005733972675957602,0.002553114340576384,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940008,bc,20,,,parent,parent,,,1,native_success,216,184,,,,,,,,,,,,,,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940008,bc,20,-y,0.0,sham,pulse,,,0,pulse_complete,316,4,square-seed940008-bc-b20,square-seed940008-bc-b20-m0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940008,bc,20,-y,0.125,perturbed,pulse,,,0,pulse_complete,316,4,square-seed940008-bc-b20,square-seed940008-bc-b20-m0.125,0.125,0.125,0.0,0.003180079469232704,0.011599400358512455,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940008,bc,20,-y,0.25,perturbed,pulse,,,0,pulse_complete,316,4,square-seed940008-bc-b20,square-seed940008-bc-b20-m0.25,0.25,0.25,0.0,0.0041182484280865295,0.012843519141363708,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940008,bc,20,-y,0.5,perturbed,pulse,,,0,pulse_complete,316,4,square-seed940008-bc-b20,square-seed940008-bc-b20-m0.5,0.5,0.5,0.0,0.004624807178686968,0.00879633267751585,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940008,ft,20,,,parent,parent,,,1,native_success,308,92,,,,,,,,,,,,,,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940008,ft,20,-y,0.0,sham,pulse,,,1,success_or_done_during_pulse,316,4,square-seed940008-ft-b20,square-seed940008-ft-b20-m0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940008,ft,20,-y,0.125,perturbed,pulse,,,0,pulse_complete,316,4,square-seed940008-ft-b20,square-seed940008-ft-b20-m0.125,0.125,0.125,0.0,0.00480549659276522,0.11457757797546486,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940008,ft,20,-y,0.25,perturbed,pulse,,,0,pulse_complete,316,4,square-seed940008-ft-b20,square-seed940008-ft-b20-m0.25,0.25,0.25,0.0,0.008641403956483714,0.1181632558406698,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940008,ft,20,-y,0.5,perturbed,pulse,,,0,pulse_complete,316,4,square-seed940008-ft-b20,square-seed940008-ft-b20-m0.5,0.5,0.5,0.0,0.01666179956226051,0.12613552727060715,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940009,bc,40,,,parent,parent,,,0,natural_termination_or_horizon,0,400,,,,,,,,,,,,,,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940009,bc,40,+x,0.0,sham,pulse,,,0,pulse_complete,236,4,square-seed940009-bc-b40,square-seed940009-bc-b40-m0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940009,bc,40,+x,0.125,perturbed,pulse,,,0,pulse_complete,236,4,square-seed940009-bc-b40,square-seed940009-bc-b40-m0.125,0.125,0.125,0.0,0.0011904613258924529,0.0008809588517560422,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940009,bc,40,+x,0.25,perturbed,pulse,,,0,pulse_complete,236,4,square-seed940009-bc-b40,square-seed940009-bc-b40-m0.25,0.25,0.25,0.0,0.0026109923323750623,0.002049882066574563,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940009,bc,40,+x,0.5,perturbed,pulse,,,0,pulse_complete,236,4,square-seed940009-bc-b40,square-seed940009-bc-b40-m0.5,0.5,0.5,0.5,0.005203554633207874,0.0043580080431743174,0,0,0,1,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940009,ft,40,,,parent,parent,,,1,native_success,296,104,,,,,,,,,,,,,,
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940010,bc,10,,,parent,parent,,,0,natural_termination_or_horizon,0,400,,,,,,,,,,,,,,
