task,checkpoint_hash,reset_seed,source_policy,boundary,pulse_direction,pulse_magnitude,condition,screening_or_test,block,draw,native_success,termination_reason,remaining_horizon,actual_steps,snapshot_id,pulse_id,target_pulse_magnitude,actual_action_delta,clip_ratio,eef_displacement_vs_sham,object_displacement_vs_sham,success_before_pulse,success_during_pulse,done_during_pulse,pulse_complete,action_coordinate,reference_frame,sampler_seed
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,bc,10,+x,0.25,bc_perturbed,test,B,4,0,episode_horizon,0,356,square-seed940013-bc-b10,square-seed940013-bc-b10-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1001126500
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,bc,10,+x,0.25,ft_perturbed,test,A,1,1,native_success,276,80,square-seed940013-bc-b10,square-seed940013-bc-b10-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1540440258
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,bc,10,+x,0.25,ft_perturbed,test,A,2,1,native_success,280,76,square-seed940013-bc-b10,square-seed940013-bc-b10-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,460482826
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,bc,10,+x,0.25,ft_perturbed,test,B,3,1,native_success,272,84,square-seed940013-bc-b10,square-seed940013-bc-b10-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,732621068
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,bc,10,+x,0.25,ft_perturbed,test,B,4,1,native_success,268,88,square-seed940013-bc-b10,square-seed940013-bc-b10-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,820973650
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,bc,10,+x,0.5,bc_perturbed,test,A,1,0,episode_horizon,0,356,square-seed940013-bc-b10,square-seed940013-bc-b10-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1220180951
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,bc,10,+x,0.5,bc_perturbed,test,A,2,0,episode_horizon,0,356,square-seed940013-bc-b10,square-seed940013-bc-b10-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1143176651
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,bc,10,+x,0.5,bc_perturbed,test,B,3,0,episode_horizon,0,356,square-seed940013-bc-b10,square-seed940013-bc-b10-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,13052989
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,bc,10,+x,0.5,bc_perturbed,test,B,4,1,native_success,100,256,square-seed940013-bc-b10,square-seed940013-bc-b10-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,651909047
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,bc,10,+x,0.5,ft_perturbed,test,A,1,1,native_success,280,76,square-seed940013-bc-b10,square-seed940013-bc-b10-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,68027973
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,bc,10,+x,0.5,ft_perturbed,test,A,2,1,native_success,276,80,square-seed940013-bc-b10,square-seed940013-bc-b10-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1020193745
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,bc,10,+x,0.5,ft_perturbed,test,B,3,1,native_success,276,80,square-seed940013-bc-b10,square-seed940013-bc-b10-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1677837018
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,bc,10,+x,0.5,ft_perturbed,test,B,4,1,native_success,280,76,square-seed940013-bc-b10,square-seed940013-bc-b10-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1459555901
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,ft,10,+x,0.0,bc_sham,test,A,1,1,native_success,268,88,square-seed940013-ft-b10,square-seed940013-ft-b10-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1083144281
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,ft,10,+x,0.0,bc_sham,test,A,2,1,native_success,224,132,square-seed940013-ft-b10,square-seed940013-ft-b10-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1526685827
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,ft,10,+x,0.0,bc_sham,test,B,3,1,native_success,256,100,square-seed940013-ft-b10,square-seed940013-ft-b10-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,86281890
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,ft,10,+x,0.0,bc_sham,test,B,4,1,native_success,272,84,square-seed940013-ft-b10,square-seed940013-ft-b10-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1465700489
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,ft,10,+x,0.0,ft_sham,test,A,1,1,native_success,300,56,square-seed940013-ft-b10,square-seed940013-ft-b10-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,244349570
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,ft,10,+x,0.0,ft_sham,test,A,2,1,native_success,300,56,square-seed940013-ft-b10,square-seed940013-ft-b10-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1504335631
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,ft,10,+x,0.0,ft_sham,test,B,3,1,native_success,300,56,square-seed940013-ft-b10,square-seed940013-ft-b10-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1853703107
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,ft,10,+x,0.0,ft_sham,test,B,4,1,native_success,296,60,square-seed940013-ft-b10,square-seed940013-ft-b10-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1123586880
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,ft,10,+x,0.125,bc_perturbed,test,A,1,0,episode_horizon,0,356,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1117300579
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,ft,10,+x,0.125,bc_perturbed,test,A,2,1,native_success,260,96,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,569460669
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,ft,10,+x,0.125,bc_perturbed,test,B,3,1,native_success,272,84,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1653307433
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,ft,10,+x,0.125,bc_perturbed,test,B,4,1,native_success,248,108,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1798645116
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,ft,10,+x,0.125,ft_perturbed,test,A,1,1,native_success,304,52,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1849139807
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,ft,10,+x,0.125,ft_perturbed,test,A,2,1,native_success,300,56,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1480735552
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,ft,10,+x,0.125,ft_perturbed,test,B,3,1,native_success,304,52,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,885732462
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,ft,10,+x,0.125,ft_perturbed,test,B,4,1,native_success,304,52,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,2036543227
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,ft,10,+x,0.25,bc_perturbed,test,A,1,0,episode_horizon,0,356,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,229351909
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,ft,10,+x,0.25,bc_perturbed,test,A,2,0,episode_horizon,0,356,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1850701925
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,ft,10,+x,0.25,bc_perturbed,test,B,3,0,episode_horizon,0,356,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1136386630
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,ft,10,+x,0.25,bc_perturbed,test,B,4,0,episode_horizon,0,356,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1062117908
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,ft,10,+x,0.25,ft_perturbed,test,A,1,1,native_success,304,52,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1829706821
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,ft,10,+x,0.25,ft_perturbed,test,A,2,1,native_success,300,56,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,632501001
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,ft,10,+x,0.25,ft_perturbed,test,B,3,1,native_success,308,48,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,914734639
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,ft,10,+x,0.25,ft_perturbed,test,B,4,1,native_success,304,52,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,280114492
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,ft,10,+x,0.5,bc_perturbed,test,A,1,0,episode_horizon,0,356,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,2073508786
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,ft,10,+x,0.5,bc_perturbed,test,A,2,1,native_success,212,144,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1604478339
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,ft,10,+x,0.5,bc_perturbed,test,B,3,0,episode_horizon,0,356,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1486985722
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940013,ft,10,+x,0.5,bc_perturbed,test,B,4,1,native_success,276,80,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,83984
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,ft,10,+x,0.5,ft_perturbed,test,A,1,1,native_success,296,60,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,417487481
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,ft,10,+x,0.5,ft_perturbed,test,A,2,1,native_success,300,56,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,115540331
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,ft,10,+x,0.5,ft_perturbed,test,B,3,1,native_success,300,56,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,514586021
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940013,ft,10,+x,0.5,ft_perturbed,test,B,4,1,native_success,304,52,square-seed940013-ft-b10,square-seed940013-ft-b10-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1364363622
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940014,bc,20,-x,0.0,bc_sham,test,A,1,0,episode_horizon,0,316,square-seed940014-bc-b20,square-seed940014-bc-b20-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,715351193
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940014,bc,20,-x,0.0,bc_sham,test,A,2,0,episode_horizon,0,316,square-seed940014-bc-b20,square-seed940014-bc-b20-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,660034712
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940014,bc,20,-x,0.0,bc_sham,test,B,3,0,episode_horizon,0,316,square-seed940014-bc-b20,square-seed940014-bc-b20-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1260106574
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940014,bc,20,-x,0.0,bc_sham,test,B,4,0,episode_horizon,0,316,square-seed940014-bc-b20,square-seed940014-bc-b20-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,308587188
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940014,bc,20,-x,0.0,ft_sham,test,A,1,1,native_success,216,100,square-seed940014-bc-b20,square-seed940014-bc-b20-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1424732694
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940014,bc,20,-x,0.0,ft_sham,test,A,2,1,native_success,220,96,square-seed940014-bc-b20,square-seed940014-bc-b20-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1989570458
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940014,bc,20,-x,0.0,ft_sham,test,B,3,1,native_success,220,96,square-seed940014-bc-b20,square-seed940014-bc-b20-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,757680050
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940014,bc,20,-x,0.0,ft_sham,test,B,4,1,native_success,224,92,square-seed940014-bc-b20,square-seed940014-bc-b20-m0,0.0,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,509312940
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940014,bc,20,-x,0.125,bc_perturbed,test,A,1,0,episode_horizon,0,316,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,516539238
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940014,bc,20,-x,0.125,bc_perturbed,test,A,2,0,episode_horizon,0,316,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,535167524
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940014,bc,20,-x,0.125,bc_perturbed,test,B,3,1,native_success,80,236,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1062203954
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940014,bc,20,-x,0.125,bc_perturbed,test,B,4,0,episode_horizon,0,316,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1371142708
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940014,bc,20,-x,0.125,ft_perturbed,test,A,1,1,native_success,236,80,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1543881084
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940014,bc,20,-x,0.125,ft_perturbed,test,A,2,0,episode_horizon,0,316,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1185657875
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940014,bc,20,-x,0.125,ft_perturbed,test,B,3,1,native_success,212,104,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1852083584
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940014,bc,20,-x,0.125,ft_perturbed,test,B,4,1,native_success,244,72,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.125,0.125,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1861100190
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940014,bc,20,-x,0.25,bc_perturbed,test,A,1,0,episode_horizon,0,316,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,2055010052
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940014,bc,20,-x,0.25,bc_perturbed,test,A,2,1,native_success,28,288,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,194426957
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940014,bc,20,-x,0.25,bc_perturbed,test,B,3,0,episode_horizon,0,316,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,98661728
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940014,bc,20,-x,0.25,bc_perturbed,test,B,4,0,episode_horizon,0,316,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,572621032
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940014,bc,20,-x,0.25,ft_perturbed,test,A,1,1,native_success,216,100,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,430315713
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940014,bc,20,-x,0.25,ft_perturbed,test,A,2,1,native_success,244,72,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1171028231
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940014,bc,20,-x,0.25,ft_perturbed,test,B,3,0,episode_horizon,0,316,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,69963372
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940014,bc,20,-x,0.25,ft_perturbed,test,B,4,0,episode_horizon,0,316,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.25,0.25,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1387143103
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940014,bc,20,-x,0.5,bc_perturbed,test,A,1,0,episode_horizon,0,316,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,486966005
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940014,bc,20,-x,0.5,bc_perturbed,test,A,2,0,episode_horizon,0,316,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,237970655
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940014,bc,20,-x,0.5,bc_perturbed,test,B,3,0,episode_horizon,0,316,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1337181479
square,c9e22005b58ba2524782e3068c8341554e419acf66f095e238e56df41d9a7aa3,940014,bc,20,-x,0.5,bc_perturbed,test,B,4,0,episode_horizon,0,316,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1152856136
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940014,bc,20,-x,0.5,ft_perturbed,test,A,1,1,native_success,144,172,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,865273468
square,18031b2ed2ee422f6e85bd8c113e199d46e0b29f3f2b2d6b4828e67449e0cf25,940014,bc,20,-x,0.5,ft_perturbed,test,A,2,0,episode_horizon,0,316,square-seed940014-bc-b20,square-seed940014-bc-b20-m0.5,0.5,,,,,,,,,"robot0 OSC_POSE input [dx,dy,dz,ax,ay,az], action index 0/1",robosuite controller relative command convention,1951966862
