[2026-09-11 11:22:16,318][root][INFO] - Loaded SL-trained policy from /mnt/d/Desktop/my_project/paper_reproduction/DPPO/checkpoints/official/hopper_medium_pre_diffusion_mlp_ta4_td20_state_3000.pt
[2026-09-11 11:22:16,319][root][INFO] - Number of network parameters: 553020
[2026-09-11 11:22:16,548][root][INFO] - Cloned model for fine-tuning
[2026-09-11 11:22:16,549][root][INFO] - Turned off gradients of the pretrained network
[2026-09-11 11:22:16,550][root][INFO] - Number of finetuned parameters: 553020
[2026-09-11 11:22:30,822][agent.finetune.train_agent][INFO] - Saved model to /mnt/d/Desktop/my_project/paper_reproduction/DPPO/logs/gym-finetune/hopper-medium-v2_ppo_diffusion_mlp_ta4_td20_tdf10/2026-09-11_11-21-53_42/checkpoint/state_0.pt
[2026-09-11 11:22:30,822][agent.finetune.train_ppo_diffusion_agent][INFO] - [PERF] itr=0 rollout_s=14.214169 prep_s=0.000000 update_s=0.000000 total_s=14.242452
[2026-09-11 11:22:30,823][agent.finetune.train_ppo_diffusion_agent][INFO] - eval: success rate   1.0000 | avg episode reward 1399.9659 | avg best reward   4.8677
[2026-09-11 11:22:49,372][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 0.0, update_epoch: 0, num_batch: 4
[2026-09-11 11:22:53,034][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 1.1617570407906896e-06, update_epoch: 0, num_batch: 4
[2026-09-11 11:22:56,898][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 3.6307314985606354e-06, update_epoch: 0, num_batch: 4
[2026-09-11 11:23:00,673][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 5.39810298505472e-06, update_epoch: 0, num_batch: 4
[2026-09-11 11:23:04,410][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 5.950605554971844e-06, update_epoch: 1, num_batch: 4
[2026-09-11 11:23:08,224][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 5.785971552541014e-06, update_epoch: 1, num_batch: 4
[2026-09-11 11:23:12,099][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 5.867243999091443e-06, update_epoch: 1, num_batch: 4
[2026-09-11 11:23:15,985][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 6.147895419417182e-06, update_epoch: 1, num_batch: 4
[2026-09-11 11:23:19,759][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 6.5900767367566004e-06, update_epoch: 2, num_batch: 4
[2026-09-11 11:23:23,517][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 7.109308171493467e-06, update_epoch: 2, num_batch: 4
[2026-09-11 11:23:27,419][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 7.729341632511932e-06, update_epoch: 2, num_batch: 4
[2026-09-11 11:23:31,230][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 8.203536708606407e-06, update_epoch: 2, num_batch: 4
[2026-09-11 11:23:35,233][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 8.588661330577452e-06, update_epoch: 3, num_batch: 4
[2026-09-11 11:23:39,207][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 9.127129487751517e-06, update_epoch: 3, num_batch: 4
[2026-09-11 11:23:43,105][agent.finetune.train_ppo_diffusion_agent][INFO] - approx_kl: 9.338930794910993e-06, update_epoch: 3, num_batch: 4
