path,kind,status,bytes,size,sha256,detail
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\__pycache__\train_ppo_agent.cpython-312.pyc,file,created/downloaded,5745,5.61 KiB,6d3c0b704cff708b3d6f484b0ae0743ef86298dca6c534bf11781b960b8c5b43,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\__pycache__\train_ppo_diffusion_agent.cpython-312.pyc,file,created/downloaded,21073,20.58 KiB,8f2cb9c02b1808a1759ff3aacca33ace5a85cd5492463864721257b6b1b4883c,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\__pycache__\train_ppo_gaussian_agent.cpython-312.pyc,file,created/downloaded,18063,17.64 KiB,3b45b3ba4ea9c68d84cdad73f9746a91360c9c3e2df84aed092611f2a2c8ff70,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\train_agent.py,file,created/downloaded,6264,6.12 KiB,6ed0b64dcce6b7da4896ff89566126c40d4c84ef78453bf57f1036f0eaed0993,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\train_awr_diffusion_agent.py,file,created/downloaded,16581,16.19 KiB,c87e9dd0f8ad927fc4afa0c56501f6fb29e2aa5cdd5f31437395667db3ca54dd,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\train_calql_agent.py,file,created/downloaded,22211,21.69 KiB,b52a700aaee4916c2a49f1bb71857661d2eb8d3584d827160ade82ecd13efd7e,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\train_dipo_diffusion_agent.py,file,created/downloaded,16725,16.33 KiB,ee9589ef2faca04fb1ec59dac836c490f65389b0b8596d92d7c1996e5a13b9a7,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\train_dql_diffusion_agent.py,file,created/downloaded,13958,13.63 KiB,9f53cd5c04a4afc10b78b5dbe10addedf2b2b3dabd4f5b4e265198a6030e9904,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\train_ibrl_agent.py,file,created/downloaded,15342,14.98 KiB,4994ae3958e66499746042c7a9c85486956be732b9104ef135407640a2ed330e,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\train_idql_diffusion_agent.py,file,created/downloaded,16006,15.63 KiB,54990933bb44dc6b7a74d16793ab2d5ce4ddbbc09cb73a3a645497837b84ec15,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\train_ppo_agent.py,file,created/downloaded,4436,4.33 KiB,29b19fd2211ec1f2382d77fdb7095622b7afb01d7cc3b43388daf2ce57b8562b,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\train_ppo_diffusion_agent.py,file,created/downloaded,22643,22.11 KiB,6ff16a172b00aeaa323fa524be05c1d2ed599575d904b74cec07e411f6019ab0,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\train_ppo_diffusion_img_agent.py,file,created/downloaded,21997,21.48 KiB,99d597ac44252a4fc69072a435f41588a38d8e8874fb4c94417af0cc8ce4aae7,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\train_ppo_exact_diffusion_agent.py,file,created/downloaded,18412,17.98 KiB,1d946690dd7fbea10a20b3d2b61eba4056812108ee1365583ece348041930934,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\train_ppo_gaussian_agent.py,file,created/downloaded,19508,19.05 KiB,226b47cd16c2918234ed6a6777387f265a881a02334d68f0db16de6ddb9a0c18,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\train_ppo_gaussian_img_agent.py,file,created/downloaded,20131,19.66 KiB,97cdc90680c4ce5526c94431bddd00aeb6e1255d6f188e9070d2dd6416925ddf,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\train_qsm_diffusion_agent.py,file,created/downloaded,14443,14.10 KiB,bf588fb552894e499b39d37d017b9187dd93503222a7e1e1ad71a1f578c833e8,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\train_rlpd_agent.py,file,created/downloaded,17725,17.31 KiB,87a48e0260be60c59b95be4caeb753eda6766325d7df7a8d2ecc8aac32a8c215,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\train_rwr_diffusion_agent.py,file,created/downloaded,13539,13.22 KiB,9af72554b330fcbeeb1d8e701e44242952fb2eba039aecb3dac8ba0636e34044,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\finetune\train_sac_agent.py,file,created/downloaded,14447,14.11 KiB,47de1e88b88623e54f670c57c13bd1ea31fa963f7afa1e51f29ee0691c0445c8,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\pretrain\train_agent.py,file,created/downloaded,5540,5.41 KiB,341fb6f92f5f9ef5ec9702b38095d4b8e7ccfc7a0b797a93ba999af573c8a650,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\pretrain\train_diffusion_agent.py,file,created/downloaded,2699,2.64 KiB,ebc7fcd210ddcf9badeeca61f0e85a91b4ef6f457d9174d360bcdbf583627d85,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\agent\pretrain\train_gaussian_agent.py,file,created/downloaded,3390,3.31 KiB,e647f24fa61650abc9a5b7138db464e245364eb5dfff46486819a10a9eae952c,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\d3il\finetune\avoid_m1\ft_ppo_diffusion_mlp.yaml,file,created/downloaded,3286,3.21 KiB,c3547b1fc012da0ee4e957584396675b5d390b49e22aba89e3b10e5714a146f9,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\d3il\finetune\avoid_m1\ft_ppo_gaussian_mlp.yaml,file,created/downloaded,2902,2.83 KiB,1d01f5a9baec0fda6036c50c49caa47be2c1a27971fd9ec49631bffc417f21a3,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\d3il\finetune\avoid_m1\ft_ppo_gmm_mlp.yaml,file,created/downloaded,2888,2.82 KiB,7fdd40e2c2acc7deecfb1c3787e9f41ae42d7c36b8aa5157bf232a404fbd2efb,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\d3il\finetune\avoid_m2\ft_ppo_diffusion_mlp.yaml,file,created/downloaded,3286,3.21 KiB,040454568021c68dd76cef4fbb7a8f86c64b9a6a4f8d16b4da709de81e6bf86d,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\d3il\finetune\avoid_m2\ft_ppo_gaussian_mlp.yaml,file,created/downloaded,2902,2.83 KiB,c460174e5d0667ef258233a89e79d25ee921ecadba25885949a294cbd90cee3a,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\d3il\finetune\avoid_m2\ft_ppo_gmm_mlp.yaml,file,created/downloaded,2888,2.82 KiB,0d1b72bc57844c0cbbb1c398b94de7adef9c7aa0d9cf3e8fe5e0329fd350c090,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\d3il\finetune\avoid_m3\ft_ppo_diffusion_mlp.yaml,file,created/downloaded,3286,3.21 KiB,f8298ae886516532cbc1ed00f2524cc148a969d479f043d70993858b6182d5e2,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\d3il\finetune\avoid_m3\ft_ppo_gaussian_mlp.yaml,file,created/downloaded,2902,2.83 KiB,25c1568da784c5231f44cd2f5281cfe38536cf1baea7e2fde67277a4bbe061a7,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\d3il\finetune\avoid_m3\ft_ppo_gmm_mlp.yaml,file,created/downloaded,2888,2.82 KiB,2c953f98953e8272f1cf8013857877a0df9d62ac1c9fc6fbae30aea7d3909efb,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\d3il\pretrain\avoid_m1\pre_diffusion_mlp.yaml,file,created/downloaded,1699,1.66 KiB,ad0295c009a12c87a825c14038aae43f4902b69b1f6bba6be6616e076ded7b99,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\d3il\pretrain\avoid_m1\pre_gaussian_mlp.yaml,file,created/downloaded,1538,1.50 KiB,99530909eeb6c2d5d717752706f95e967f0ce79de1b9fcf8fe6a5ba907d721b3,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\d3il\pretrain\avoid_m1\pre_gmm_mlp.yaml,file,created/downloaded,1553,1.52 KiB,d723104c228ed3cf7ab2753b8832f682bb44d2db62a6455f5357150d3057b94f,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\d3il\pretrain\avoid_m2\pre_diffusion_mlp.yaml,file,created/downloaded,1699,1.66 KiB,a4eb4657feb62895e5f13e6e911aca3e6cbab81e3b3cc6c1c8f3f7cc4e75cad2,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\d3il\pretrain\avoid_m2\pre_gaussian_mlp.yaml,file,created/downloaded,1538,1.50 KiB,02017b920a2c33e26c7642436bf8c578c232409305e82df25b958bb0fb3e80fa,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\d3il\pretrain\avoid_m2\pre_gmm_mlp.yaml,file,created/downloaded,1553,1.52 KiB,cac7d712c5a58faa12e86a84e69cd46c01653d1d032835ab5bf1ab59767c1736,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\d3il\pretrain\avoid_m3\pre_diffusion_mlp.yaml,file,created/downloaded,1699,1.66 KiB,9e12d51550a134bb6f1e4d1e32491bc7d20aaeb86fae141e5a301aea135a7956,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\d3il\pretrain\avoid_m3\pre_gaussian_mlp.yaml,file,created/downloaded,1538,1.50 KiB,52a18270d81ffd10e8e7241f77d22b725e5eb3a761277e870815168790123ca8,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\d3il\pretrain\avoid_m3\pre_gmm_mlp.yaml,file,created/downloaded,1553,1.52 KiB,08e6554cb029afe5ebdf289e8013c1d819aac03cb72056726bf036f55335f182,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\finetuning.md,file,created/downloaded,2525,2.47 KiB,a653ddcf4fe54f7bb95f4c92517da1fcb2c2e8a0bcf3d47d6a4dbbacef6e9d3b,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\eval\one_leg_low\eval_diffusion_mlp.yaml,file,created/downloaded,1984,1.94 KiB,3a0475fba298327ae54a1cb5b024e915957f68ce2180e81069cad20cae986170,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\finetune\lamp_low\ft_ppo_diffusion_mlp.yaml,file,created/downloaded,3325,3.25 KiB,1026382a09135ed53fe244f4f6b38123b2667728b173ffcde23c72fe35a1fd1d,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\finetune\lamp_low\ft_ppo_diffusion_unet.yaml,file,created/downloaded,3290,3.21 KiB,1e615ed9eb6762d065f4c639ec990379543e1ec0ceebd1d546bcb76c30308b67,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\finetune\lamp_low\ft_ppo_gaussian_mlp.yaml,file,created/downloaded,2753,2.69 KiB,49130593864220960eb349b065e76629e0d042036feda14908a9db322081b014,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\finetune\lamp_med\ft_ppo_diffusion_mlp.yaml,file,created/downloaded,3325,3.25 KiB,77c5753759d969aed5c6cf90c5997bac430135f6234c19dd958bf707e03ef5b3,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\finetune\lamp_med\ft_ppo_diffusion_unet.yaml,file,created/downloaded,3265,3.19 KiB,d6c8fe68465b1fa688d3cd7af2e50262a272e76e06b8f40074dbecc632384f45,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\finetune\lamp_med\ft_ppo_gaussian_mlp.yaml,file,created/downloaded,2753,2.69 KiB,2f1821f2e570d298b7c18eee10a3da4f28497213be706cad26d718eb33e4a347,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\finetune\one_leg_low\ft_ppo_diffusion_mlp.yaml,file,created/downloaded,3334,3.26 KiB,7684a688651fed4ad09e43041e501984875526f3c0ff9e9733573186c71233c7,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\finetune\one_leg_low\ft_ppo_diffusion_unet.yaml,file,created/downloaded,3298,3.22 KiB,0cfc9d0c0a7f4320519677d7b4261f724cb139bd1670e306f676f1cbc58545a9,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\finetune\one_leg_low\ft_ppo_gaussian_mlp.yaml,file,created/downloaded,2761,2.70 KiB,923202db54b10c5490a34649aaf329d956fe85213b9fd3db8e3018baee79b325,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\finetune\one_leg_med\ft_ppo_diffusion_mlp.yaml,file,created/downloaded,3333,3.25 KiB,716287b1882e736e2e1956a4d2a0abb9f3f40a37255644dbdcaf5ddf8ed43ec0,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\finetune\one_leg_med\ft_ppo_diffusion_unet.yaml,file,created/downloaded,3298,3.22 KiB,39f8f4247c4fcd06b3b9a92a52e4012a0003d589bd93d269a80ef0d1c5300f3d,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\finetune\one_leg_med\ft_ppo_gaussian_mlp.yaml,file,created/downloaded,2761,2.70 KiB,494a9793c4be45c194baeb3da67b221efe1f0d3dbd8a544cbde8f653ac9b4225,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\finetune\round_table_low\ft_ppo_diffusion_mlp.yaml,file,created/downloaded,3346,3.27 KiB,ee0c6619ca55a0e5dfcde86c4462c5ac767f3f7ce76bbe5dbbdd4cfb56056a90,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\finetune\round_table_low\ft_ppo_diffusion_unet.yaml,file,created/downloaded,3311,3.23 KiB,a41a17b4b895f836ad8113c24431bdffa8636461f1430225d7d2a80569b7abf9,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\finetune\round_table_low\ft_ppo_gaussian_mlp.yaml,file,created/downloaded,2774,2.71 KiB,cbb99720efbd2ef5432bd2e69398a9c111a4169d3a3a7d961c8b6c0a569a8932,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\finetune\round_table_med\ft_ppo_diffusion_mlp.yaml,file,created/downloaded,3346,3.27 KiB,e121cf73c418e9c33ffeff51f75296fdc693bb9ba7ff0d50fb51b3961a924f9e,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\finetune\round_table_med\ft_ppo_diffusion_unet.yaml,file,created/downloaded,3286,3.21 KiB,bf8f795401bfafc5e22d272c8cd5783773fa3b874977d0b14a21265707ac7178,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\finetune\round_table_med\ft_ppo_gaussian_mlp.yaml,file,created/downloaded,2774,2.71 KiB,249ec8983b67cbb4a5018b27b1c2ae74efcf9b615638b5c4e280c6a45827e289,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\pretrain\lamp_low\pre_diffusion_mlp.yaml,file,created/downloaded,1804,1.76 KiB,cf416111230f3c19367cd01872222c3ba78b6641d7ad91deda2554d6279af82f,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\pretrain\lamp_low\pre_diffusion_unet.yaml,file,created/downloaded,1782,1.74 KiB,0a59d587cd8849cf663620be3cbe53a9d1d64d7d2b50c17c86af0ceb8bb79615,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\pretrain\lamp_low\pre_gaussian_mlp.yaml,file,created/downloaded,1647,1.61 KiB,3a8ebc3fddd65d8c457ed1a4b7d4dbfb72b1c4c325437b3b59c8646542468066,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\pretrain\lamp_med\pre_diffusion_mlp.yaml,file,created/downloaded,1804,1.76 KiB,d46db976fa11704298aa698ccea61250925e26f4f1a40de092a0efff073ca0ae,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\pretrain\lamp_med\pre_diffusion_unet.yaml,file,created/downloaded,1741,1.70 KiB,cf1dc4d5d023a2a9b2e883674537d1f7d8843a7533cec12a68f7095c4c1cff47,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\pretrain\lamp_med\pre_gaussian_mlp.yaml,file,created/downloaded,1647,1.61 KiB,e0e81985239091c76982b8143b0556e885ef93366e261ed911bf45f6896d3ac0,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\pretrain\one_leg_low\pre_diffusion_mlp.yaml,file,created/downloaded,1807,1.76 KiB,a6b20880b8ca6fca9a506adeeff1500aa4c97bb10a7ebfa75ea6723a89ec620c,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\pretrain\one_leg_low\pre_diffusion_unet.yaml,file,created/downloaded,1785,1.74 KiB,9530c5d94c6575663d3830aa4a074f5988337e12fc9a8a49b921a91f63b88912,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\pretrain\one_leg_low\pre_gaussian_mlp.yaml,file,created/downloaded,1650,1.61 KiB,2d647597da5717f552fdb83892d13a3f00351eaa78f9e924b41c47019c35c175,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\pretrain\one_leg_med\pre_diffusion_mlp.yaml,file,created/downloaded,1807,1.76 KiB,41b9e00ee36c04109dd7788eacc2d7d34588d6ab7a71439b271fcf796091ede7,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\pretrain\one_leg_med\pre_diffusion_unet.yaml,file,created/downloaded,1744,1.70 KiB,162a42e7ead3a74201726a8de8d5de5883a0e82075123eb09d73b9d656950fc7,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\pretrain\one_leg_med\pre_gaussian_mlp.yaml,file,created/downloaded,1651,1.61 KiB,000e91d446937c3cccc4a2abb53d110632a7f2edec3ac85da79abae4725becaa,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\pretrain\round_table_low\pre_diffusion_mlp.yaml,file,created/downloaded,1811,1.77 KiB,11769572ae891cbe0fe32df902d68558a34d9f09277cadc6199b0914323aa946,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\pretrain\round_table_low\pre_diffusion_unet.yaml,file,created/downloaded,1748,1.71 KiB,ef188c66e86df667041a32e5eef3dd6e60dc65b1b019e97343e3b03cd9be3b68,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\pretrain\round_table_low\pre_gaussian_mlp.yaml,file,created/downloaded,1654,1.62 KiB,0398d2b6232d414797567aedad67a82e11778b16dba28d06634801e83558dd87,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\pretrain\round_table_med\pre_diffusion_mlp.yaml,file,created/downloaded,1811,1.77 KiB,765592ab9a65ea3e7328815f327defdbb209ef85a255b43e98a050f1c23a9315,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\pretrain\round_table_med\pre_diffusion_unet.yaml,file,created/downloaded,1748,1.71 KiB,9b2e85e2b669f1dd4390f1783b19497cccffb2f8c625fdcd4a54909ef36850ed,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\furniture\pretrain\round_table_med\pre_gaussian_mlp.yaml,file,created/downloaded,1654,1.62 KiB,9668cba9fa2c4e404937a377323ce00019afcae6de735c349dc7523d5b8e4040,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\eval\halfcheetah-v2\eval_diffusion_mlp.yaml,file,created/downloaded,1946,1.90 KiB,7ee670a1554455ab207bf2b5b3849570ad5b668f25897d517cc061edc90a19fa,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\eval\halfcheetah-v2\eval_gaussian_mlp.yaml,file,created/downloaded,1574,1.54 KiB,08f921486a3a8dee0789c5044150f1a1f53d0464b3517f5a26df38119d6faedf,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\eval\hopper-v2\eval_diffusion_mlp.yaml,file,created/downloaded,1940,1.89 KiB,3af43f2f38fe087c9b70fa8e0fb29cd1c2e98c6f89b1136af0c3c297ac55b618,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\eval\hopper-v2\eval_gaussian_mlp.yaml,file,created/downloaded,1694,1.65 KiB,aed67fcd670d74145d37b4d6c62489e24761fa8ea7b29430244ef89d49f09e8d,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\eval\kitchen-v0\eval_diffusion_mlp.yaml,file,created/downloaded,1592,1.55 KiB,7e08891bb522ebd61e1bf9a9fe8fadd4741f088f358511ed1269f04265ed1bba,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\halfcheetah-v2\calql_mlp_online.yaml,file,created/downloaded,3151,3.08 KiB,eee24b00b3cf1ae7f43dea87500f0bf875384b6688363159b75d7bb7523961c2,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\halfcheetah-v2\ft_awr_diffusion_mlp.yaml,file,created/downloaded,2649,2.59 KiB,777e507c07e106502ca52d1cee21a204e8df65cd545c26c638cfbb000feeae5c,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\halfcheetah-v2\ft_dipo_diffusion_mlp.yaml,file,created/downloaded,2739,2.67 KiB,30db9f4d6cd711f7e5d4af4eb2d428cf12c1db889c7dbd199ce1e10ec1ba2e4d,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\halfcheetah-v2\ft_dql_diffusion_mlp.yaml,file,created/downloaded,2695,2.63 KiB,4597884d183ef4718beb744796797676a3edfc32444bb1bdb9e82c5ef7572a8c,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\halfcheetah-v2\ft_idql_diffusion_mlp.yaml,file,created/downloaded,3051,2.98 KiB,94bec108db6877be89907160c2d519043c0d782860b274c99c7cf27e0e7f23da,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\halfcheetah-v2\ft_ppo_diffusion_mlp.yaml,file,created/downloaded,2925,2.86 KiB,b788806d6ad5c7c12e16f53eb706985d05e2d05ecf3dc2ceaae3a124ea2ccb57,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\halfcheetah-v2\ft_ppo_diffusion_mlp_ta1.yaml,file,created/downloaded,2928,2.86 KiB,cd592ec9867d9483a758c118389c2b527e210d505b93770bd049d9bca7e2be7c,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\halfcheetah-v2\ft_ppo_exact_diffusion_mlp.yaml,file,created/downloaded,3075,3.00 KiB,8ea06206517a20d6fa6c9cf707457f2a13baedc5d562daf3b26b69d27fba9d50,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\halfcheetah-v2\ft_qsm_diffusion_mlp.yaml,file,created/downloaded,2696,2.63 KiB,2b78ef564803cfbdce7a6283b0b9cbe8a717828a02a5f2421d94de1738d6386c,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\halfcheetah-v2\ft_rwr_diffusion_mlp.yaml,file,created/downloaded,2230,2.18 KiB,fe8d5cabe7f95f8a66702374f39d07c84c614221d07a9811b394a0d06019beb9,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\halfcheetah-v2\ibrl_mlp.yaml,file,created/downloaded,2894,2.83 KiB,ae7567eff6cb3a77737d442ee2d66b270b73e0f221f656bd8e68e9e55a2463be,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\hopper-v2\ft_awr_diffusion_mlp.yaml,file,created/downloaded,2639,2.58 KiB,1b94676931aac98cb078508c5604ca08a07ee6c11e2febec2abf94e01b24fe42,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\hopper-v2\ft_dipo_diffusion_mlp.yaml,file,created/downloaded,2729,2.67 KiB,be5ac916dbe76819a8359b5dbb03c98f2339f1641df93fdc396f21ea7c4e4e18,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\hopper-v2\ft_dql_diffusion_mlp.yaml,file,created/downloaded,2685,2.62 KiB,f2106fa8134b1934654ba2b89f22c46d96878b7bf1a67cdd53e757871f6ea895,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\hopper-v2\ft_idql_diffusion_mlp.yaml,file,created/downloaded,3041,2.97 KiB,6a61e03107332444d82b8dc665a8356e5598b8a31a7e6fc476306e828fcfb312,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\hopper-v2\ft_ppo_diffusion_mlp.yaml,file,created/downloaded,2915,2.85 KiB,794b69f5ee4bc8ca4b7f018eb24acaffbc11e437973fdedf150c37fafcb84f17,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\hopper-v2\ft_ppo_exact_diffusion_mlp.yaml,file,created/downloaded,3038,2.97 KiB,e3ce8078bf8ab334389748499e62389aabcb339f008f83803cf4f96d1ceb6c0e,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\hopper-v2\ft_qsm_diffusion_mlp.yaml,file,created/downloaded,2686,2.62 KiB,d50e981157a8080c49eff16bce81cea6f89d856bf0f21f433ba85b4677c91b90,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\hopper-v2\ft_rwr_diffusion_mlp.yaml,file,created/downloaded,2220,2.17 KiB,a4e033a6fc8a3c554698adb56a50ec15867fe87063bb5b10ed759b7660a6ae46,
D:\Desktop\my_project\paper_reproduction\DPPO\source\dppo_v0.6\cfg\gym\finetune\kitchen-complete-v0\calql_mlp_online.yaml,file,created/downloaded,3135,3.06 KiB,dcf95a349439010b1e4d9fcef6c45f8f3cb03e37dadba5c3225e845a769b755f,
