iteration,environment_steps,eval_episode_reward,train_episode_reward
201,14480000,,1790.461090309131
202,14560000,,1908.046403431985
203,14640000,,1758.7947751407378
204,14720000,,1853.7438272025677
205,14800000,,1901.094420769521
206,14880000,,1972.6255256203453
207,14960000,,1817.7762366678448
208,15040000,,1835.4308079454966
209,15120000,,1800.9900974904926
210,15120000,2944.511623655651,
211,15200000,,1921.1773734348205
212,15280000,,1931.531928966398
213,15360000,,1945.46326869135
214,15440000,,2013.5327303811137
215,15520000,,1888.0503398693108
216,15600000,,1912.206818620239
217,15680000,,1889.143235189264
218,15760000,,2035.3914424068248
219,15840000,,2012.1998884518612
220,15840000,2950.6109950545856,
221,15920000,,2000.1443301713239
222,16000000,,1977.2402828009092
223,16080000,,2083.212742777003
224,16160000,,1985.9073952904619
225,16240000,,2002.7257890707795
226,16320000,,1876.5304817513668
227,16400000,,1864.5019062605131
228,16480000,,2138.797803563533
229,16560000,,2111.573092481996
230,16560000,2959.6195768874545,
231,16640000,,2041.567633509101
232,16720000,,1959.0598852624473
233,16800000,,2324.3326697687403
234,16880000,,2127.772074081661
235,16960000,,2046.245044455123
236,17040000,,2180.7362633048874
237,17120000,,2234.811172242413
238,17200000,,2138.552404156882
239,17280000,,2158.439569603368
240,17280000,2987.109484843021,
241,17360000,,2018.5318551586497
242,17440000,,2263.955249220885
243,17520000,,2208.9593539416937
244,17600000,,2146.8707320013605
245,17680000,,2404.932332530316
246,17760000,,2059.415318766306
247,17840000,,2216.9317958678375
248,17920000,,2029.3214071113528
249,18000000,,2267.675256156693
250,18000000,2994.192474608419,
251,18080000,,2181.1992239845304
252,18160000,,2105.610307941873
253,18240000,,2205.3454021016532
254,18320000,,2333.6958436393948
255,18400000,,2117.431645801804
256,18480000,,2162.3765621196744
257,18560000,,2194.9720624020383
258,18640000,,2167.714431403595
259,18720000,,2205.3491161371394
260,18720000,2997.356994163679,
261,18800000,,2334.3481340717576
262,18880000,,2338.4053967677482
263,18960000,,2222.016682899803
264,19040000,,2245.490150227473
265,19120000,,2224.6528318775277
266,19200000,,2300.0551318317603
267,19280000,,2285.1806650301505
268,19360000,,2342.9203200835914
269,19440000,,2283.4265144049646
270,19440000,2980.6010817738143,
271,19520000,,2437.7329326422705
272,19600000,,2419.556755887006
273,19680000,,2370.04834875861
274,19760000,,2398.7625166473445
275,19840000,,2216.9727668044684
276,19920000,,2308.721211418445
277,20000000,,2357.626835118711
278,20080000,,2278.0429935403686
279,20160000,,2572.3887964918144
280,20160000,2996.6947387748305,
281,20240000,,2486.2644371524225
282,20320000,,2371.002318905223
283,20400000,,2487.202628628577
284,20480000,,2239.189067083574
285,20560000,,2389.473162675966
286,20640000,,2400.547282534675
287,20720000,,2341.883159090964
288,20800000,,2419.1246073723955
289,20880000,,2328.563887397597
290,20880000,2986.1497434877842,
291,20960000,,2668.294991581519
292,21040000,,2629.9225954813683
293,21120000,,2367.6899585223514
294,21200000,,2407.487159793419
295,21280000,,2477.1625239685322
296,21360000,,2619.7095932570514
297,21440000,,2415.524914153571
298,21520000,,2413.847792252247
299,21600000,,2345.345962615281
300,21600000,2949.8416557314767,
301,21680000,,2584.0035536253413
302,21760000,,2482.037240938009
303,21840000,,2419.5409857161103
304,21920000,,2248.9118166355174
305,22000000,,2590.2035285179018
306,22080000,,2575.835420335409
307,22160000,,2413.6240815463084
308,22240000,,2571.968936795119
309,22320000,,2486.4207238007407
310,22320000,2949.72741234757,
311,22400000,,2632.143961935596
312,22480000,,2545.19160680793
313,22560000,,2526.563492959973
314,22640000,,2534.1969641291985
315,22720000,,2706.674974417561
316,22800000,,2705.203153116093
317,22880000,,2444.152964334376
318,22960000,,2599.762015915906
319,23040000,,2642.1817179737777
320,23040000,2956.695433093083,
321,23120000,,2637.513935880436
322,23200000,,2654.4394826677267
323,23280000,,2657.240403608838
324,23360000,,2427.9989867139016
325,23440000,,2590.229313764977
326,23520000,,2786.4110509107836
327,23600000,,2613.5941313091143
328,23680000,,2660.0710829152063
329,23760000,,2632.19748700809
330,23760000,2926.939706551384,
331,23840000,,2745.022985731624
332,23920000,,2820.8032321061987
333,24000000,,2842.5366289110175
334,24080000,,2730.327083761675
335,24160000,,2729.734780353498
336,24240000,,2617.052521134613
337,24320000,,2682.7223619307006
338,24400000,,2522.64913888959
339,24480000,,2758.810649292989
340,24480000,2932.5919458258563,
341,24560000,,2690.862861910635
342,24640000,,2665.5391561543256
343,24720000,,2635.4912384835657
344,24800000,,2594.5565119897487
345,24880000,,2714.250392673878
346,24960000,,2665.581024730331
347,25040000,,2671.7298254506354
348,25120000,,2767.345213897721
349,25200000,,2837.830733554532
350,25200000,2943.2430837833285,
351,25280000,,2712.576526444105
352,25360000,,2782.423971474939
353,25440000,,2666.5592725266256
354,25520000,,2641.073626923348
355,25600000,,2659.9775228940694
356,25680000,,2586.1377870619776
357,25760000,,2622.782403080468
358,25840000,,2690.0383775086325
359,25920000,,2627.8932965536815
360,25920000,2951.589949065965,
361,26000000,,2921.0913034726855
362,26080000,,2790.3796095098874
363,26160000,,2798.063090893953
364,26240000,,2724.4787135115575
365,26320000,,2834.5865301584536
366,26400000,,2713.2348978319433
367,26480000,,2820.4384187651867
368,26560000,,2941.915010026945
369,26640000,,2744.8557342100867
370,26640000,2971.285330391563,
371,26720000,,2835.844824501541
372,26800000,,2874.77665148392
373,26880000,,2666.6901423955564
374,26960000,,2823.295891741522
375,27040000,,2682.413715299234
376,27120000,,2816.83007902661
377,27200000,,2647.967291111618
378,27280000,,2676.5001588709715
379,27360000,,2659.7406681912444
380,27360000,2973.1626762880937,
381,27440000,,2805.696726202944
382,27520000,,2834.417608495864
383,27600000,,2756.791887004291
384,27680000,,2657.840810505356
385,27760000,,2722.8862641519213
386,27840000,,2566.6108736617784
387,27920000,,2682.1836021871595
388,28000000,,2802.218837561479
389,28080000,,2770.9767299830905
390,28080000,2979.0922846570843,
391,28160000,,2772.772417642154
392,28240000,,2774.624207777768
393,28320000,,2700.554876375488
394,28400000,,2750.6391442240856
395,28480000,,2785.727750173136
396,28560000,,2726.1521904653246
397,28640000,,2895.493621542054
398,28720000,,2805.9166408582587
399,28800000,,2783.490680898877
400,28800000,2963.12136688012,
401,28880000,,2843.4658406360854
402,28960000,,2869.79640248964
403,29040000,,2719.797044467088
404,29120000,,2785.5957764697487
405,29200000,,2798.7705733535868
406,29280000,,2778.639448597749
407,29360000,,2796.8380425629466
408,29440000,,2886.9225044123623
409,29520000,,2624.918187249379
410,29520000,2961.6238741839384,
411,29600000,,2820.312547493706
412,29680000,,2775.853604343739
413,29760000,,2805.1462484320004
414,29840000,,2837.0545538768265
415,29920000,,2694.2392557508433
416,30000000,,2658.6850925140093
417,30080000,,2731.809532709879
418,30160000,,2771.1705629777703
419,30240000,,2690.1633199192624
420,30240000,2962.5243413369717,
421,30320000,,2864.57406598754
422,30400000,,2794.4021754035393
423,30480000,,2902.631493909857
424,30560000,,2807.753549204566
425,30640000,,2912.191316768966
426,30720000,,2808.882430455831
427,30800000,,2920.3622279956267
428,30880000,,2791.064945946174
429,30960000,,2921.2203765284244
430,30960000,2951.921979170129,
431,31040000,,2849.2247103293835
432,31120000,,2810.444501521777
433,31200000,,2788.933660452484
434,31280000,,2830.088559738577
435,31360000,,2776.611571591212
436,31440000,,2908.138344603143
437,31520000,,2770.2139895210457
438,31600000,,2681.4185212512466
439,31680000,,2767.252385604971
440,31680000,2967.8462623543396,
441,31760000,,2910.4878502214224
442,31840000,,2847.969498840544
443,31920000,,2758.7345021561496
444,32000000,,2819.6310138607323
445,32080000,,2841.3725344745526
446,32160000,,2813.737391293504
447,32240000,,2823.3281797717364
448,32320000,,2780.248143031413
449,32400000,,2636.14662903176
450,32400000,2984.8767474849506,
451,32480000,,2888.6345084818195
452,32560000,,2887.4116398022866
453,32640000,,2929.7266468593994
454,32720000,,2810.6505835841454
455,32800000,,2879.868733776691
456,32880000,,2969.0176529827922
457,32960000,,2846.302665089916
458,33040000,,2773.1022300670083
459,33120000,,2760.047221566465
460,33120000,2979.743260337242,
461,33200000,,2911.119499010474
462,33280000,,2912.6622977784155
463,33360000,,2890.4219089122134
464,33440000,,2896.869873670513
465,33520000,,2643.689335401197
466,33600000,,2700.1521785592963
467,33680000,,2848.7882517403564
468,33760000,,2778.4960424076944
469,33840000,,2845.7552784452705
470,33840000,2980.6373479988515,
471,33920000,,2896.5118174905538
472,34000000,,2883.146438754661
473,34080000,,2775.2219129366235
474,34160000,,2872.3407191631254
475,34240000,,2882.660787239538
476,34320000,,2909.765021873439
477,34400000,,2847.804169916313
478,34480000,,2923.6765347435953
479,34560000,,2823.544267038062
480,34560000,2981.371161158838,
481,34640000,,2882.5702705877025
482,34720000,,2845.1703896855934
483,34800000,,2884.099702014624
484,34880000,,2966.0602983620747
485,34960000,,2937.989679378389
486,35040000,,2805.018287340701
487,35120000,,2930.5710459895818
488,35200000,,2749.698071491792
489,35280000,,2875.084082984991
490,35280000,2959.851861093629,
491,35360000,,2959.9042704333638
492,35440000,,2866.5126093641275
493,35520000,,2877.679251723543
494,35600000,,2841.7063751113733
495,35680000,,2835.573247418745
496,35760000,,2890.754726028289
497,35840000,,2789.9259063663485
498,35920000,,2866.814956116746
499,36000000,,2913.7127800134504
500,36000000,2975.447246597232,
501,36080000,,2942.7570620812266
502,36160000,,2816.6058448442373
503,36240000,,2949.005562008864
504,36320000,,2786.4170375931535
505,36400000,,2939.769036067781
506,36480000,,2902.870201071438
507,36560000,,2689.4034977753054
508,36640000,,2851.496919615031
509,36720000,,2886.8116017727134
510,36720000,2981.5818259843145,
511,36800000,,2875.8629073292177
512,36880000,,2870.4334820348063
513,36960000,,2928.1969077694225
514,37040000,,2883.9473376474484
515,37120000,,2907.9639070143216
516,37200000,,2858.5361616619703
517,37280000,,2865.097612987532
518,37360000,,2944.2349448043606
519,37440000,,2960.8768045405523
520,37440000,2947.7589755582835,
521,37520000,,2986.4415961209074
522,37600000,,2944.6613576796863
523,37680000,,2862.9540645158554
524,37760000,,2836.7218199388476
525,37840000,,2918.4442950415987
526,37920000,,2954.7039249655786
527,38000000,,2860.1104640477047
528,38080000,,2839.189230686496
529,38160000,,2967.325609936294
530,38160000,2938.9145774087656,
531,38240000,,2942.718870062504
532,38320000,,2953.8844104926734
533,38400000,,2882.809958111478
534,38480000,,2879.885676137593
535,38560000,,2935.5451154016796
536,38640000,,2875.708691824753
537,38720000,,2948.8578394980077
538,38800000,,2937.562966220408
539,38880000,,2975.4842396245517
540,38880000,2951.553973791129,
541,38960000,,2962.1943422128616
542,39040000,,2904.9621999990927
543,39120000,,2924.725668186168
544,39200000,,2906.2882554169446
545,39280000,,2878.8124098678313
546,39360000,,2872.3771628038603
547,39440000,,2974.193708604755
548,39520000,,2862.230752822153
549,39600000,,2892.272906663984
550,39600000,2944.812684988979,
551,39680000,,2957.331407821404
552,39760000,,2858.4350190294585
553,39840000,,2899.4200331336574
554,39920000,,2873.8615341203354
555,40000000,,2941.169046761617
556,40080000,,2895.277134602114
557,40160000,,2793.404412260043
558,40240000,,2974.6574920136745
559,40320000,,2992.721106798282
560,40320000,2994.174717593368,
561,40400000,,2835.0123141723043
562,40480000,,2814.8357979019506
563,40560000,,2985.872155690883
564,40640000,,2855.579406441697
565,40720000,,2955.350259132869
566,40800000,,2811.919653793567
567,40880000,,2897.1139290617657
568,40960000,,2862.440247276037
569,41040000,,2943.2760560813713
570,41040000,2987.0266412108417,
571,41120000,,2989.9085156480273
572,41200000,,2905.73513329692
573,41280000,,2873.018530455006
574,41360000,,2934.2068873765966
575,41440000,,2812.2642924593256
576,41520000,,2881.4503458470654
577,41600000,,2969.872636498267
578,41680000,,2854.065794490963
579,41760000,,2858.5540651451206
580,41760000,3007.4889099871634,
581,41840000,,2944.2092046184407
582,41920000,,2936.567765879159
583,42000000,,2955.563815430353
584,42080000,,2943.405608618145
585,42160000,,2915.82390001142
586,42240000,,2968.211565822827
587,42320000,,2897.992361601392
588,42400000,,2984.631386748464
589,42480000,,2774.1934151773225
590,42480000,3040.7863872785974,
591,42560000,,2941.8911950992215
592,42640000,,2878.9923715215077
593,42720000,,2912.820039423802
594,42800000,,2852.9510277798117
595,42880000,,2910.0961818848205
596,42960000,,2913.2759126667984
597,43040000,,2855.39408182082
598,43120000,,2871.2548865327685
599,43200000,,2922.3569124936735
600,43200000,3025.7475378596414,
601,43280000,,2848.8145462454145
602,43360000,,2922.9191750898167
603,43440000,,2948.128753696282
604,43520000,,2921.9304586687426
605,43600000,,2891.2304361895367
606,43680000,,2975.092038708469
607,43760000,,2946.0847937154017
608,43840000,,2873.3879571190296
609,43920000,,2909.1882196110623
610,43920000,3022.4850789349252,
611,44000000,,3001.1647743562935
612,44080000,,2969.4981121491546
613,44160000,,2979.546977366988
614,44240000,,2899.335907603155
615,44320000,,2936.6383782764015
616,44400000,,2955.410641738988
617,44480000,,2865.3373261127995
618,44560000,,2842.3902557394863
619,44640000,,2837.666215645182
620,44640000,3038.1029205831073,
621,44720000,,2950.992697466689
622,44800000,,2916.8908931034557
623,44880000,,2906.5958582504227
624,44960000,,2900.7892460464172
625,45040000,,2965.128757290697
626,45120000,,2832.743639142091
627,45200000,,2931.8673546040513
628,45280000,,2912.642617212527
629,45360000,,2923.791684619223
630,45360000,3049.995483755204,
631,45440000,,2898.548009129322
632,45520000,,2930.623480062112
633,45600000,,2815.0086965415044
634,45680000,,2872.8742299184423
635,45760000,,2848.5972393655725
636,45840000,,2946.00328567235
637,45920000,,2945.5939917879036
638,46000000,,2908.141481008355
639,46080000,,2921.396287246095
640,46080000,3037.4937017180027,
641,46160000,,2917.142149853681
642,46240000,,2962.026332594585
643,46320000,,2900.3899794672634
644,46400000,,2935.13844587329
645,46480000,,2786.888698657175
646,46560000,,2884.655920480794
647,46640000,,2899.2457348936127
648,46720000,,2948.1368701375677
649,46800000,,2933.006422503349
650,46800000,3034.3290257785134,
651,46880000,,2946.0849828237397
652,46960000,,2951.010754730162
653,47040000,,2994.0804037723897
654,47120000,,2882.817749179577
655,47200000,,2962.769572181814
656,47280000,,2942.089494165587
657,47360000,,2886.1674382441547
658,47440000,,2987.8586793215695
659,47520000,,2799.207941201175
660,47520000,3042.6884439863124,
661,47600000,,2875.5768928862744
662,47680000,,2966.970274681457
663,47760000,,2882.658811561762
664,47840000,,2953.2293816403485
665,47920000,,2958.119448534238
666,48000000,,2804.0478818536517
667,48080000,,2985.395864979549
668,48160000,,2926.381700887156
669,48240000,,2787.1465124423476
670,48240000,3024.625643920558,
671,48320000,,2978.898691785873
672,48400000,,3007.0725456737173
673,48480000,,2931.0100038103046
674,48560000,,2932.6731916455574
675,48640000,,2860.4173941357362
676,48720000,,2969.3550939873944
677,48800000,,2771.0552901425053
678,48880000,,2919.344849290463
679,48960000,,2890.927796335333
680,48960000,3031.9593515604565,
681,49040000,,2976.8605120644233
682,49120000,,2998.612657297292
683,49200000,,2909.368314654084
684,49280000,,2844.810566703127
685,49360000,,2975.8379077984264
686,49440000,,2945.087030997006
687,49520000,,2879.175170871426
688,49600000,,2994.5544513368573
689,49680000,,2849.189249720557
690,49680000,3041.4637847511613,
691,49760000,,2992.312340407241
692,49840000,,2966.0532999277652
693,49920000,,2962.7545876902805
694,50000000,,2916.9057938713436
695,50080000,,2994.856804658572
696,50160000,,2873.128997860084
697,50240000,,2968.8186113889315
698,50320000,,2946.0278517167335
699,50400000,,2930.980240654975
700,50400000,3060.5359631104357,
701,50480000,,2927.52006982116
702,50560000,,2980.7179548754702
703,50640000,,2921.220671318658
704,50720000,,2935.772927259958
705,50800000,,2910.972987986368
706,50880000,,2920.6130166322337
707,50960000,,2925.3646033421646
708,51040000,,2861.418963635282
709,51120000,,2951.272529661903
710,51120000,3051.0464404051277,
711,51200000,,2914.5225914112834
712,51280000,,2968.2384879904293
713,51360000,,2892.7698412762834
714,51440000,,2858.8957839373347
715,51520000,,3022.971409631019
716,51600000,,2921.4904507882825
717,51680000,,2913.0252474013096
718,51760000,,2861.209414431478
719,51840000,,2901.248298936399
720,51840000,3059.24726219724,
721,51920000,,2935.853294313615
722,52000000,,2902.82143667532
723,52080000,,2860.0638563463194
724,52160000,,2906.746917470785
725,52240000,,2917.9249438210063
726,52320000,,2879.343440103538
727,52400000,,2872.5343001160777
728,52480000,,2930.28597367649
729,52560000,,2890.3710230879724
730,52560000,3028.820557501808,
731,52640000,,2949.6838517782576
732,52720000,,2937.1870290389397
733,52800000,,2925.0633751957225
734,52880000,,2983.3767351084316
735,52960000,,2938.4188849127586
736,53040000,,2794.5166947359153
737,53120000,,2925.3161173710946
738,53200000,,2962.9859633221417
739,53280000,,3008.1823764438013
740,53280000,3045.905801324128,
741,53360000,,2975.196100515974
742,53440000,,2941.212891184251
743,53520000,,2896.9349621524707
744,53600000,,2868.088025767483
745,53680000,,2960.2025088660134
746,53760000,,3008.772490757932
747,53840000,,2957.341875624841
748,53920000,,2909.63614903722
749,54000000,,2936.295497513129
750,54000000,3026.926831170805,
751,54080000,,2989.0322902080106
752,54160000,,2948.2485006279962
753,54240000,,2898.3060849888748
754,54320000,,2926.813959704801
755,54400000,,2896.7064070975403
756,54480000,,2983.590656827725
757,54560000,,2861.9774870308433
758,54640000,,2893.917213391392
759,54720000,,2882.163891209506
760,54720000,2989.7546402944004,
761,54800000,,2990.0139333191773
762,54880000,,2959.502553333669
763,54960000,,2961.191571441152
764,55040000,,2974.5098184594017
765,55120000,,2966.630308789284
766,55200000,,2939.7535281849564
767,55280000,,2963.364681871174
768,55360000,,2947.95045498084
769,55440000,,2987.150011063009
770,55440000,3013.8337322493853,
771,55520000,,2965.5994854200317
772,55600000,,2961.958801561724
773,55680000,,2986.8348850503894
774,55760000,,2990.7523441980875
775,55840000,,2985.1391231203474
776,55920000,,2992.0624906673147
777,56000000,,2970.519874542878
778,56080000,,2971.7495678986065
779,56160000,,2950.5452458241375
780,56160000,2980.845541600337,
781,56240000,,2948.9632753213045
782,56320000,,2967.0208642347925
783,56400000,,2969.286088677704
784,56480000,,2986.629541983781
785,56560000,,2986.5859190037536
786,56640000,,2974.6684190020133
787,56720000,,2929.4739624524373
788,56800000,,3013.9620526824497
789,56880000,,2924.9865422696776
790,56880000,2987.8323770853353,
791,56960000,,3000.7020963803
792,57040000,,2995.2488729732263
793,57120000,,2980.5329859450026
794,57200000,,3004.7961180896395
795,57280000,,2973.1032247203902
796,57360000,,2925.411939691844
797,57440000,,2965.7833789381298
798,57520000,,2985.6643927641508
799,57600000,,3011.821001149337
800,57600000,2970.5493807382763,
801,57680000,,2963.1030703017063
802,57760000,,3001.364471447905
803,57840000,,2948.5174410925974
804,57920000,,2971.4179866047753
805,58000000,,2914.7003330065195
806,58080000,,2911.1176817936075
807,58160000,,2838.5315056123673
808,58240000,,3008.5400362870973
809,58320000,,3004.8023775596157
810,58320000,3025.766690640833,
811,58400000,,3002.9652814720603
812,58480000,,2955.381546124948
813,58560000,,2892.8428567992887
814,58640000,,2962.6368789233966
815,58720000,,2928.2966732900572
816,58800000,,2915.74834765712
817,58880000,,2970.1738501444174
818,58960000,,2972.1379523490255
819,59040000,,2944.364601721191
820,59040000,3015.8798863806037,
821,59120000,,2874.6431036285408
822,59200000,,2929.9607210585755
823,59280000,,2960.0173240229183
824,59360000,,3001.0944093054372
825,59440000,,2901.9303649233757
826,59520000,,3007.4459219665173
827,59600000,,2897.877069441891
828,59680000,,2966.68330404938
829,59760000,,3016.397037189753
830,59760000,2995.1500150081074,
831,59840000,,2925.2917061987027
832,59920000,,2942.7553623507765
833,60000000,,2967.734583360546
834,60080000,,2959.037453064607
835,60160000,,2935.6590641193434
836,60240000,,2936.400893665988
837,60320000,,2881.1578602610066
838,60400000,,2956.0617159951553
839,60480000,,2953.535005843918
840,60480000,3019.3795889256594,
841,60560000,,2961.618697730257
842,60640000,,2975.6790714400445
843,60720000,,2977.9869148187317
844,60800000,,2882.796356328411
845,60880000,,2926.37246625184
846,60960000,,2928.271944870876
847,61040000,,2938.948493119209
848,61120000,,2993.352217946903
849,61200000,,2882.508276033018
850,61200000,3047.492874294173,
851,61280000,,2984.2188973462567
852,61360000,,2966.541592930765
853,61440000,,2955.8543975460134
854,61520000,,2890.5500947106393
855,61600000,,2900.4825413358076
856,61680000,,3000.9294768208706
857,61760000,,2992.280963255566
858,61840000,,2863.5134548034166
859,61920000,,2952.9028565471945
860,61920000,3073.4702879551396,
861,62000000,,2958.193293553076
862,62080000,,2965.9987410277945
863,62160000,,2950.661358182032
864,62240000,,3012.725707885187
865,62320000,,2921.6696813995572
866,62400000,,2981.846434938056
867,62480000,,2971.4945645239577
868,62560000,,3023.820644173019
869,62640000,,2933.9356409731745
870,62640000,3105.5407562520054,
871,62720000,,2903.273860641849
872,62800000,,2960.910598437422
873,62880000,,2945.819680175771
874,62960000,,2932.662640377498
875,63040000,,2957.2733937119624
876,63120000,,2944.7589379834344
877,63200000,,3018.067005624214
878,63280000,,2967.1722967747664
879,63360000,,2928.5227596162467
880,63360000,3107.545152666812,
881,63440000,,2902.02293002221
882,63520000,,2925.4598934378027
883,63600000,,2912.9266421313273
884,63680000,,2957.950280791335
885,63760000,,2829.790417838181
886,63840000,,2856.9759372496123
887,63920000,,2989.5446120991223
888,64000000,,2852.51289797793
889,64080000,,2810.0522750680266
890,64080000,3082.77782843408,
891,64160000,,2852.012138387509
892,64240000,,2897.195772561029
893,64320000,,2990.732674283191
