iteration,environment_steps,eval_episode_reward,train_episode_reward
398,28720000,,3528.752720857246
399,28800000,,3475.9304339113537
400,28800000,3591.292989632099,
401,28880000,,3572.324368603839
402,28960000,,3476.5295244127647
403,29040000,,3574.611178425185
404,29120000,,3635.96447272595
405,29200000,,3668.0640970882473
406,29280000,,3362.6898492577097
407,29360000,,3484.105999509068
408,29440000,,3668.199198180739
409,29520000,,3493.2581313352666
410,29520000,3657.1125490428685,
411,29600000,,3507.8749475790214
412,29680000,,3620.6262654219345
413,29760000,,3616.186671237079
414,29840000,,3561.2699880552755
415,29920000,,3669.5417813715526
416,30000000,,3642.348698829501
417,30080000,,3625.4895133637933
418,30160000,,3591.158713386318
419,30240000,,3586.755448784212
420,30240000,3630.0770774219286,
421,30320000,,3615.2180224154713
422,30400000,,3588.7270496419537
423,30480000,,3609.3908767487133
424,30560000,,3560.4294300920933
425,30640000,,3583.8506335297475
426,30720000,,3520.1313068697427
427,30800000,,3651.6740147120368
428,30880000,,3627.8914482236733
429,30960000,,3624.0320595067756
430,30960000,3554.402765330525,
431,31040000,,3588.230365964222
432,31120000,,3545.3659768723533
433,31200000,,3474.47659105985
434,31280000,,3501.559680673896
435,31360000,,3687.6292443581056
436,31440000,,3646.2473106595703
437,31520000,,3625.71426052359
438,31600000,,3546.744655129244
439,31680000,,3602.102471729739
440,31680000,3605.299176848418,
441,31760000,,3669.3600340902913
442,31840000,,3700.3987725294023
443,31920000,,3623.4158545113078
444,32000000,,3646.332081489537
445,32080000,,3591.8476319335305
446,32160000,,3554.8461808079333
447,32240000,,3463.4498831137735
448,32320000,,3615.40829005112
449,32400000,,3531.0219685321313
450,32400000,3553.103437579956,
451,32480000,,3668.615666275843
452,32560000,,3553.5942316159512
453,32640000,,3688.3908236172356
454,32720000,,3683.057976480589
455,32800000,,3702.2031847515846
456,32880000,,3657.3420924458733
457,32960000,,3535.2919963084432
458,33040000,,3611.51548430862
459,33120000,,3629.6057264266315
460,33120000,3615.371410044046,
461,33200000,,3639.5670046363093
462,33280000,,3642.5333593261703
463,33360000,,3678.8386759345053
464,33440000,,3612.3578817453654
465,33520000,,3652.4623640059544
466,33600000,,3589.5364852713774
467,33680000,,3569.8238770676835
468,33760000,,3664.779572172365
469,33840000,,3518.760561078636
470,33840000,3603.548633197862,
471,33920000,,3653.2566278980216
472,34000000,,3662.2237377220126
473,34080000,,3550.9970119537443
474,34160000,,3623.9176970452786
475,34240000,,3526.2355320728047
476,34320000,,3568.6190664646865
477,34400000,,3557.51559385282
478,34480000,,3564.677598550374
479,34560000,,3635.1112876330776
480,34560000,3634.673856173418,
481,34640000,,3508.609227991065
482,34720000,,3534.731465664601
483,34800000,,3595.8698022108124
484,34880000,,3469.3172279737923
485,34960000,,3566.732172311158
486,35040000,,3552.8223679758826
487,35120000,,3575.062208089413
488,35200000,,3489.588630833952
489,35280000,,3653.359959771126
490,35280000,3620.115832052633,
491,35360000,,3701.6079543944606
492,35440000,,3514.964861562166
493,35520000,,3645.9861440489913
494,35600000,,3514.3048004859875
495,35680000,,3592.2707923189614
496,35760000,,3634.555991731519
497,35840000,,3664.003085195642
498,35920000,,3616.5331115596987
499,36000000,,3627.1055814815218
500,36000000,3621.5912396137646,
501,36080000,,3590.96468825036
502,36160000,,3446.034739783912
503,36240000,,3614.280052532122
504,36320000,,3485.5563627369934
505,36400000,,3606.7298928875434
506,36480000,,3679.7065797271034
507,36560000,,3534.5258792841305
508,36640000,,3668.938650967384
509,36720000,,3582.9831429031265
510,36720000,3579.3408892687266,
511,36800000,,3560.1490443280677
512,36880000,,3654.2577416084496
513,36960000,,3618.7004420965613
514,37040000,,3425.1782751517953
515,37120000,,3595.162395403194
516,37200000,,3446.0411343631704
517,37280000,,3645.2527737347486
518,37360000,,3664.5549544169526
519,37440000,,3570.860221819322
520,37440000,3518.1257980313085,
521,37520000,,3631.843230265335
522,37600000,,3624.597954605301
523,37680000,,3638.094095577226
524,37760000,,3617.8458895155977
525,37840000,,3571.5940728095966
526,37920000,,3585.6263943687954
527,38000000,,3630.745775299008
528,38080000,,3595.9377640627745
529,38160000,,3552.715443782687
530,38160000,3621.5985082819366,
531,38240000,,3707.673726767602
532,38320000,,3670.0010557451737
533,38400000,,3615.261890095962
534,38480000,,3646.316274329238
535,38560000,,3689.3869614439773
536,38640000,,3678.1065690558557
537,38720000,,3614.9629194046643
538,38800000,,3581.779562138697
539,38880000,,3523.7372459031553
540,38880000,3618.4103086824157,
541,38960000,,3667.079500263868
542,39040000,,3612.4289267737186
543,39120000,,3630.5237233026805
544,39200000,,3632.4974433112275
545,39280000,,3543.271871458319
546,39360000,,3571.4930649000444
547,39440000,,3497.467452994946
548,39520000,,3572.21604227584
549,39600000,,3556.538154241401
550,39600000,3662.073941487507,
551,39680000,,3537.272047697933
552,39760000,,3580.068936099114
553,39840000,,3693.053382781188
554,39920000,,3581.667876911358
555,40000000,,3675.4475642099897
556,40080000,,3546.1444372832607
557,40160000,,3626.678731997517
558,40240000,,3585.052704162791
559,40320000,,3665.7944356383164
560,40320000,3726.8372338946965,
561,40400000,,3597.110929961527
562,40480000,,3675.185346308722
563,40560000,,3671.4063051095795
564,40640000,,3398.1859188971766
565,40720000,,3564.2475934585
566,40800000,,3610.7512819523104
567,40880000,,3682.9888790745795
568,40960000,,3587.8498592783394
569,41040000,,3686.1660675972157
570,41040000,3662.668631531258,
571,41120000,,3622.5300562597304
572,41200000,,3626.607873889059
573,41280000,,3624.3760634985038
574,41360000,,3594.7441443941175
575,41440000,,3634.837725108356
576,41520000,,3595.768250792843
577,41600000,,3561.9420724749602
578,41680000,,3655.1813959249516
579,41760000,,3514.7063922398047
580,41760000,3608.396219314408,
581,41840000,,3650.446495731619
582,41920000,,3683.508566329746
583,42000000,,3692.6989114087764
584,42080000,,3548.995373598388
585,42160000,,3610.678501547631
586,42240000,,3589.657833108005
587,42320000,,3641.0007799038463
588,42400000,,3648.2011261701505
589,42480000,,3659.3160891958764
590,42480000,3580.5890449047265,
591,42560000,,3733.50378431046
592,42640000,,3611.3977420115875
593,42720000,,3617.430111991185
594,42800000,,3624.93873412791
595,42880000,,3577.9154554233096
596,42960000,,3704.309976513667
597,43040000,,3696.7500623258725
598,43120000,,3677.346448535942
599,43200000,,3643.191079682944
600,43200000,3690.4026798871637,
601,43280000,,3622.044612117046
602,43360000,,3591.8302301272843
603,43440000,,3668.884895906183
604,43520000,,3609.683337342168
605,43600000,,3682.9633872226823
606,43680000,,3655.6547428280537
607,43760000,,3664.8788154048775
608,43840000,,3719.6618156223376
609,43920000,,3620.561082438641
610,43920000,3644.9389839355113,
611,44000000,,3707.081993405825
612,44080000,,3686.543025427182
613,44160000,,3690.1972627181094
614,44240000,,3668.1059192426264
615,44320000,,3690.14172603906
616,44400000,,3590.8425152428326
617,44480000,,3639.7676325877796
618,44560000,,3633.2693879251
619,44640000,,3512.4893018603366
620,44640000,3641.584996087371,
621,44720000,,3656.5236053636845
622,44800000,,3659.469209013498
623,44880000,,3711.966867660914
624,44960000,,3620.9877117773694
625,45040000,,3550.7857707550843
626,45120000,,3486.427522295614
627,45200000,,3679.3627405503958
628,45280000,,3716.5630120346655
629,45360000,,3595.757474528133
630,45360000,3641.558966319756,
631,45440000,,3504.7288029029164
632,45520000,,3655.5008825077657
633,45600000,,3777.5215629378
634,45680000,,3636.46964631982
635,45760000,,3781.5916942783947
636,45840000,,3715.744418077102
637,45920000,,3592.448537450984
638,46000000,,3491.423782488141
639,46080000,,3733.900682823998
640,46080000,3845.744859037202,
641,46160000,,3767.523905540932
642,46240000,,3809.9768209902036
643,46320000,,3651.033753725149
644,46400000,,3699.625260740225
645,46480000,,3542.32942034997
646,46560000,,3627.460752482713
647,46640000,,3697.683046311424
648,46720000,,3792.5940059102136
649,46800000,,3614.2320411387063
650,46800000,3734.725202076035,
651,46880000,,3684.770719148197
652,46960000,,3765.005819066232
653,47040000,,3705.6757388003443
654,47120000,,3727.628217163281
655,47200000,,3710.8949339013952
656,47280000,,3761.6606564892427
657,47360000,,3821.8434276128028
658,47440000,,3778.8887049900795
659,47520000,,3775.326459093344
660,47520000,3728.904700689981,
661,47600000,,3677.525687070521
662,47680000,,3592.689831310404
663,47760000,,3669.9271319651984
664,47840000,,3740.5207730138454
665,47920000,,3703.037452272109
666,48000000,,3668.103443672702
667,48080000,,3620.051958832522
668,48160000,,3688.194371458775
669,48240000,,3540.668255171859
670,48240000,3688.790492475159,
671,48320000,,3797.008432117167
672,48400000,,3718.089889754116
673,48480000,,3742.4958653111967
674,48560000,,3703.5973996473094
675,48640000,,3696.8140819405517
676,48720000,,3757.2040011083272
677,48800000,,3683.9501103215225
678,48880000,,3733.658731891245
679,48960000,,3648.8115032399032
680,48960000,3790.278852617493,
681,49040000,,3700.811368458223
682,49120000,,3635.7156462269595
683,49200000,,3763.431444803295
684,49280000,,3751.4740161541226
685,49360000,,3734.0895512751404
686,49440000,,3826.396243598987
687,49520000,,3791.2290188195993
688,49600000,,3732.8689169501877
689,49680000,,3704.086660317301
690,49680000,3774.72649049317,
691,49760000,,3789.576959513682
692,49840000,,3863.712468050232
693,49920000,,3631.020559809165
694,50000000,,3657.953644511951
695,50080000,,3753.877054722183
696,50160000,,3777.83737072196
697,50240000,,3644.945082284123
698,50320000,,3776.6203029485578
699,50400000,,3733.1617514906898
700,50400000,3883.300851684579,
701,50480000,,3837.877522787181
702,50560000,,3813.695982858059
703,50640000,,3765.1182282105283
704,50720000,,3631.463211148481
705,50800000,,3834.4825632853876
706,50880000,,3765.539201140085
707,50960000,,3628.6606310877924
708,51040000,,3706.4533459612758
709,51120000,,3816.60184477692
710,51120000,3832.4926440260206,
711,51200000,,3712.4438168242627
712,51280000,,3736.045057032208
713,51360000,,3576.4129173194647
714,51440000,,3696.701879006443
715,51520000,,3639.57608544999
716,51600000,,3851.0770154823667
717,51680000,,3712.155513005623
718,51760000,,3790.170746408775
719,51840000,,3646.793707694932
720,51840000,3792.51339256771,
721,51920000,,3806.28382222855
722,52000000,,3681.7684024336177
723,52080000,,3751.0908130068387
724,52160000,,3836.4893376008267
725,52240000,,3827.0128743632813
726,52320000,,3861.344713697501
727,52400000,,3689.7874303594936
728,52480000,,3842.5035279292856
729,52560000,,3680.934581830764
730,52560000,3874.127997644041,
731,52640000,,3685.304328403746
732,52720000,,3724.897323266602
733,52800000,,3725.688041283983
734,52880000,,3857.236385664827
735,52960000,,3605.3696644552515
736,53040000,,3811.009377205163
737,53120000,,3595.176379831867
738,53200000,,3861.99408659307
739,53280000,,3617.6457451981278
740,53280000,3796.587251123764,
741,53360000,,3821.7187181175673
742,53440000,,3757.688118093814
743,53520000,,3633.336942124631
744,53600000,,3751.4219860240064
745,53680000,,3851.2659827474235
746,53760000,,3824.4974175415655
747,53840000,,3715.5208148121305
748,53920000,,3742.6844630866867
749,54000000,,3673.8914015798923
750,54000000,3817.6689010714044,
751,54080000,,3697.633754982548
752,54160000,,3755.9302646874535
753,54240000,,3810.9745461588195
754,54320000,,3678.558475061753
755,54400000,,3788.0919379029174
756,54480000,,3734.1547735237737
757,54560000,,3850.783270157996
758,54640000,,3639.487031274877
759,54720000,,3640.0211168238575
760,54720000,3844.998623282621,
761,54800000,,3785.8446204425977
762,54880000,,3686.046327116522
763,54960000,,3883.945233524087
764,55040000,,3812.788792196635
765,55120000,,3707.8594690917475
766,55200000,,3750.5395076225955
767,55280000,,3875.8978147036605
768,55360000,,3689.075559270257
769,55440000,,3471.7605199202103
770,55440000,3737.2546259449227,
771,55520000,,3792.007371876003
772,55600000,,3809.5758886177096
773,55680000,,3814.075822273022
774,55760000,,3767.791045863234
775,55840000,,3707.8571427049947
776,55920000,,3729.3266430265744
777,56000000,,3750.7235144283827
778,56080000,,3695.5040681567107
779,56160000,,3781.6685970401586
780,56160000,3795.014765058912,
781,56240000,,3790.0428048555927
782,56320000,,3870.2546711121636
783,56400000,,3719.3199127307344
784,56480000,,3847.1674135137937
785,56560000,,3783.5080657013887
786,56640000,,3698.9598585671893
787,56720000,,3714.428106286651
788,56800000,,3729.3140555714212
789,56880000,,3774.8515448980106
790,56880000,3837.9390442589092,
791,56960000,,3656.9760907661403
792,57040000,,3784.919295118006
793,57120000,,3670.196100329259
794,57200000,,3753.806981099355
795,57280000,,3729.3745449646153
796,57360000,,3674.7498976341117
797,57440000,,3670.536843921683
798,57520000,,3607.166724010493
799,57600000,,3805.169852583979
800,57600000,3826.4971132960186,
801,57680000,,3817.7416044686306
802,57760000,,3809.615306281617
803,57840000,,3787.592815040724
804,57920000,,3749.2972004194535
805,58000000,,3745.7578130521397
806,58080000,,3759.59501948871
807,58160000,,3680.7842307594774
808,58240000,,3748.5603164320923
809,58320000,,3675.92765380923
810,58320000,3849.778146323578,
811,58400000,,3683.633717395153
812,58480000,,3813.2128441918585
813,58560000,,3706.065143868376
814,58640000,,3824.9022044631643
815,58720000,,3607.6949257474184
816,58800000,,3813.1396888659424
817,58880000,,3774.505251442433
818,58960000,,3764.098003080801
819,59040000,,3788.6462454259636
820,59040000,3792.624593042519,
821,59120000,,3801.57368387339
822,59200000,,3837.2053126944706
823,59280000,,3726.4185003686903
824,59360000,,3736.551715421004
825,59440000,,3796.342322070231
826,59520000,,3680.1249967721424
827,59600000,,3707.3836326049454
828,59680000,,3735.768368526879
829,59760000,,3766.303799344089
830,59760000,3772.631755846954,
831,59840000,,3688.9739242866817
832,59920000,,3802.8335876063297
833,60000000,,3808.463166965331
834,60080000,,3752.8637345739885
835,60160000,,3779.7503478166836
836,60240000,,3761.378695022225
837,60320000,,3530.920019550973
838,60400000,,3787.08523421611
839,60480000,,3716.227368348049
840,60480000,3860.7299269813966,
841,60560000,,3710.478619187385
842,60640000,,3875.2921854041792
843,60720000,,3752.5007739288576
844,60800000,,3751.412195386311
845,60880000,,3580.419382239324
846,60960000,,3789.2972194447493
847,61040000,,3830.1669129450706
848,61120000,,3619.6285709920826
849,61200000,,3872.7496334183606
850,61200000,3819.9351391781884,
851,61280000,,3770.685220000899
852,61360000,,3854.986060272058
853,61440000,,3822.4000794171225
854,61520000,,3868.996655960855
855,61600000,,3812.3079189914993
856,61680000,,3749.180659142621
857,61760000,,3674.0347919335823
858,61840000,,3805.0636193276932
859,61920000,,3723.8826482168583
860,61920000,3814.736522062061,
861,62000000,,3792.173537700604
862,62080000,,3654.607779725141
863,62160000,,3559.1940471950597
864,62240000,,3563.210917017804
865,62320000,,3692.072573904305
866,62400000,,3664.791212817592
867,62480000,,3818.6152799966108
868,62560000,,3694.8494378766122
869,62640000,,3899.9841752682873
870,62640000,3816.3710414739253,
871,62720000,,3848.320629809391
872,62800000,,3799.956248475253
873,62880000,,3815.0915149565444
874,62960000,,3845.6226540226103
875,63040000,,3701.480258607905
876,63120000,,3642.1995990660585
877,63200000,,3660.2111711589096
878,63280000,,3802.8606114790055
879,63360000,,3761.378053330258
880,63360000,3899.07376290298,
881,63440000,,3733.954963330629
882,63520000,,3805.3428742087413
883,63600000,,3774.3148213026484
884,63680000,,3810.9300191522066
885,63760000,,3909.7534700368665
886,63840000,,3756.5131111399196
887,63920000,,3693.443557248668
888,64000000,,3890.757938549498
889,64080000,,3772.454454945459
890,64080000,3963.337962895255,
891,64160000,,3856.5268680287772
892,64240000,,3780.327732169439
893,64320000,,3957.8964992199813
894,64400000,,3882.3845223419003
895,64480000,,3800.9685640145253
896,64560000,,3788.21291029411
897,64640000,,3865.8955730214657
