iteration,environment_steps,eval_episode_reward,train_episode_reward
125,9040000,,4574.102755432801
126,9120000,,4533.747909016444
127,9200000,,4553.849675432301
128,9280000,,4567.810568199378
129,9360000,,4517.823288892876
130,9360000,4737.398786321722,
131,9440000,,4512.063794318706
132,9520000,,4571.231587432287
133,9600000,,4593.097063078324
134,9680000,,4437.191326268966
135,9760000,,4580.409808461072
136,9840000,,4540.277067808931
137,9920000,,4503.956938519308
138,10000000,,4635.775838296233
139,10080000,,4598.639880975867
140,10080000,4819.2054123357675,
141,10160000,,4620.648807086598
142,10240000,,4532.173142517275
143,10320000,,4603.505402259301
144,10400000,,4591.371868221397
145,10480000,,4474.87792457715
146,10560000,,4476.1912228325355
147,10640000,,4498.618332694903
148,10720000,,4505.658530421186
149,10800000,,4571.815110925263
150,10800000,4750.507160641975,
151,10880000,,4551.198523155413
152,10960000,,4529.845330656845
153,11040000,,4558.638913120248
154,11120000,,4501.643437580232
155,11200000,,4520.964913644873
156,11280000,,4525.825511619691
157,11360000,,4539.529134393354
158,11440000,,4536.226113875216
159,11520000,,4537.65346356271
160,11520000,4720.369432426292,
161,11600000,,4561.532582808027
162,11680000,,4593.585510048862
163,11760000,,4560.767929402937
164,11840000,,4436.808946219951
165,11920000,,4503.710522274841
166,12000000,,4465.285827068445
167,12080000,,4529.355549651463
168,12160000,,4504.062121058336
169,12240000,,4546.707171402729
170,12240000,4763.74307291494,
171,12320000,,4486.776733897476
172,12400000,,4497.408449992709
173,12480000,,4528.484090673106
174,12560000,,4481.039666054407
175,12640000,,4509.093168992714
176,12720000,,4472.103728340926
177,12800000,,4352.4629410187135
178,12880000,,4507.994324107301
179,12960000,,4529.165586096186
180,12960000,4813.115396784157,
181,13040000,,4560.064839396839
182,13120000,,4594.324580753552
183,13200000,,4509.877653055063
184,13280000,,4554.485574236804
185,13360000,,4547.629148591346
186,13440000,,4539.029278624291
187,13520000,,4531.952832555412
188,13600000,,4547.108068894825
189,13680000,,4563.998411054237
190,13680000,4843.318606022845,
191,13760000,,4563.151250708748
192,13840000,,4572.070141638191
193,13920000,,4571.86977853131
194,14000000,,4601.6491209200285
195,14080000,,4574.190075295393
196,14160000,,4617.509884479155
197,14240000,,4628.996562034883
198,14320000,,4530.425062671013
199,14400000,,4607.198692147364
200,14400000,4836.256418811445,
201,14480000,,4609.381143599841
202,14560000,,4544.749878059418
203,14640000,,4493.733952285994
204,14720000,,4516.807002344776
205,14800000,,4398.512651829415
206,14880000,,4598.2422674495365
207,14960000,,4495.506796055976
208,15040000,,4581.779215180788
209,15120000,,4668.926323042145
210,15120000,4881.614203603525,
211,15200000,,4443.868928620022
212,15280000,,4550.188462518515
213,15360000,,4536.012401565266
214,15440000,,4530.805861042955
215,15520000,,4560.861382540024
216,15600000,,4578.805215713753
217,15680000,,4570.581395284507
218,15760000,,4601.156554504923
219,15840000,,4575.940249617104
220,15840000,4854.981874638766,
221,15920000,,4549.882828130098
222,16000000,,4490.929084260799
223,16080000,,4613.040885207376
224,16160000,,4443.4268468394275
225,16240000,,4532.133535069432
226,16320000,,4550.905361301145
227,16400000,,4541.329754491262
228,16480000,,4508.5024990637985
229,16560000,,4530.980341658535
230,16560000,4832.51083818613,
231,16640000,,4597.132894963483
232,16720000,,4607.025886134075
233,16800000,,4566.92580077204
234,16880000,,4444.225400381042
235,16960000,,4601.318711073164
236,17040000,,4490.789507050964
237,17120000,,4487.272222369721
238,17200000,,4560.871976750763
239,17280000,,4482.130852510597
240,17280000,4829.805073433608,
241,17360000,,4572.082395154587
242,17440000,,4530.309583016641
243,17520000,,4629.499649609139
244,17600000,,4564.452876678986
245,17680000,,4532.9960457671195
246,17760000,,4563.55477160733
247,17840000,,4623.3639892182155
248,17920000,,4687.8968795521
249,18000000,,4577.741409373532
250,18000000,4908.900789661924,
251,18080000,,4702.665638769887
252,18160000,,4614.724392831287
253,18240000,,4658.736803272836
254,18320000,,4636.964710498722
255,18400000,,4645.636320958881
256,18480000,,4571.267719285044
257,18560000,,4683.738448712878
258,18640000,,4603.586887128742
259,18720000,,4643.351973856805
260,18720000,4874.147553457991,
261,18800000,,4583.87483643039
262,18880000,,4624.513517208883
263,18960000,,4564.162919320652
264,19040000,,4716.854336949774
265,19120000,,4637.423329273726
266,19200000,,4668.380548147747
267,19280000,,4606.6753715303485
268,19360000,,4641.245388330891
269,19440000,,4656.005168117992
270,19440000,4955.565899297121,
271,19520000,,4530.900701498698
272,19600000,,4539.26014660656
273,19680000,,4537.547680800254
274,19760000,,4540.5986162521995
275,19840000,,4641.765069896255
276,19920000,,4593.865624486787
277,20000000,,4605.791631382841
278,20080000,,4650.661536560859
279,20160000,,4661.489706391554
280,20160000,4949.253343304381,
281,20240000,,4554.215666793239
282,20320000,,4698.050122759054
283,20400000,,4661.192683877395
284,20480000,,4678.342417105996
285,20560000,,4628.8933790014635
286,20640000,,4715.8473990051225
287,20720000,,4767.00709256596
288,20800000,,4728.625918185387
289,20880000,,4772.468418649209
290,20880000,4932.532250357296,
291,20960000,,4671.337449661676
292,21040000,,4538.495468432661
293,21120000,,4638.444899743206
294,21200000,,4671.709684850769
295,21280000,,4676.172576717747
296,21360000,,4700.555867067075
297,21440000,,4675.371651918443
298,21520000,,4638.979385205016
299,21600000,,4670.974936447518
300,21600000,4919.76087439812,
301,21680000,,4684.707232197602
302,21760000,,4689.830133690503
303,21840000,,4704.42430344725
304,21920000,,4756.503571517413
305,22000000,,4646.20710750087
306,22080000,,4702.772928119042
307,22160000,,4688.623524904779
308,22240000,,4699.132880338167
309,22320000,,4709.879396676095
310,22320000,5031.581371976188,
311,22400000,,4640.372476502556
312,22480000,,4761.6024566871765
313,22560000,,4744.569326918801
314,22640000,,4730.035682099317
315,22720000,,4727.377772339806
316,22800000,,4766.728126140863
317,22880000,,4592.544148490718
318,22960000,,4772.91483879118
319,23040000,,4620.962079478139
320,23040000,4991.8024868041175,
321,23120000,,4732.197346211026
322,23200000,,4735.133165231581
323,23280000,,4645.297996510197
324,23360000,,4618.121635155542
325,23440000,,4715.616485359004
326,23520000,,4702.066395833036
327,23600000,,4758.155507398008
328,23680000,,4714.085343288405
329,23760000,,4720.974629820839
330,23760000,4970.289703404602,
331,23840000,,4697.335622489017
332,23920000,,4736.548640023142
333,24000000,,4690.205684179163
334,24080000,,4709.109022602373
335,24160000,,4745.8684741732095
336,24240000,,4622.933508870932
337,24320000,,4753.7369611706545
338,24400000,,4713.724192358169
339,24480000,,4694.120301707526
340,24480000,5007.040523891129,
341,24560000,,4647.846386768167
342,24640000,,4703.606031378644
343,24720000,,4710.592824591655
344,24800000,,4680.086627683798
345,24880000,,4703.362945644065
346,24960000,,4688.022975495532
347,25040000,,4682.812685701507
348,25120000,,4561.131631415841
349,25200000,,4668.260351091891
350,25200000,4975.088252824262,
351,25280000,,4696.703029086244
352,25360000,,4691.389134746704
353,25440000,,4587.009568414697
354,25520000,,4630.623019125659
355,25600000,,4732.758171104793
356,25680000,,4696.643347355597
357,25760000,,4721.220103850608
358,25840000,,4770.394864792014
359,25920000,,4712.267227148442
360,25920000,4977.240912746713,
361,26000000,,4705.428167589023
362,26080000,,4743.888221416334
363,26160000,,4749.370925834945
364,26240000,,4657.501996220692
365,26320000,,4737.046669145702
366,26400000,,4732.273942631756
367,26480000,,4674.35544795819
368,26560000,,4764.752620925545
369,26640000,,4750.9277443297715
370,26640000,4962.273345931736,
371,26720000,,4756.884322045279
372,26800000,,4687.6520797660505
373,26880000,,4761.515831100683
374,26960000,,4673.477613325447
375,27040000,,4716.8511592009845
376,27120000,,4781.875487056548
377,27200000,,4691.631738714457
378,27280000,,4781.346992938696
379,27360000,,4729.606695973886
380,27360000,5032.0128681399465,
381,27440000,,4679.866373680457
382,27520000,,4747.942590450133
383,27600000,,4786.542086801249
384,27680000,,4761.412776403316
385,27760000,,4745.673944030547
386,27840000,,4650.605213435352
387,27920000,,4742.741249802359
388,28000000,,4726.063070793289
389,28080000,,4751.541741411997
390,28080000,5025.801039081374,
391,28160000,,4782.814214667245
392,28240000,,4804.987517411888
393,28320000,,4756.589042128055
394,28400000,,4811.1016921415185
395,28480000,,4723.46840190559
396,28560000,,4793.344758731262
397,28640000,,4797.1438048654945
398,28720000,,4805.962838151381
399,28800000,,4665.4447584680365
400,28800000,5044.453207102646,
401,28880000,,4723.422974106865
402,28960000,,4768.1972039188895
403,29040000,,4756.687191613667
404,29120000,,4801.266513615163
405,29200000,,4671.667207273147
406,29280000,,4757.648304568612
407,29360000,,4666.853185042659
408,29440000,,4730.145139431826
409,29520000,,4678.3176377520995
410,29520000,5095.057156633315,
411,29600000,,4811.212863057044
412,29680000,,4719.614941187011
413,29760000,,4775.764476867877
414,29840000,,4789.03451556868
415,29920000,,4837.352830442209
416,30000000,,4819.706666202316
417,30080000,,4639.490165412866
418,30160000,,4845.90632922578
419,30240000,,4786.489448102015
420,30240000,5104.390460351416,
421,30320000,,4725.94951042299
422,30400000,,4716.998139702309
423,30480000,,4739.8913458732
424,30560000,,4808.04920464146
425,30640000,,4738.814355955249
426,30720000,,4728.283945008916
427,30800000,,4624.642505614966
428,30880000,,4767.702280633448
429,30960000,,4742.193779285909
430,30960000,5097.210231335803,
431,31040000,,4629.5096961885765
432,31120000,,4792.356343916331
433,31200000,,4727.604994385683
434,31280000,,4746.291352500682
435,31360000,,4784.328128473366
436,31440000,,4812.873690827282
437,31520000,,4745.2652865002365
438,31600000,,4813.467714564651
439,31680000,,4740.003579567503
440,31680000,5081.897118895447,
441,31760000,,4825.076841534138
442,31840000,,4842.034146509121
443,31920000,,4862.460855305576
444,32000000,,4751.9864907910405
445,32080000,,4830.811822896906
446,32160000,,4809.1204937741695
447,32240000,,4769.280927156727
448,32320000,,4855.467154397096
449,32400000,,4707.534101924322
450,32400000,5036.046352285441,
451,32480000,,4803.348675695418
452,32560000,,4799.051846571291
453,32640000,,4735.4121937215095
454,32720000,,4873.854000926897
455,32800000,,4824.015904809622
456,32880000,,4854.398788500122
457,32960000,,4772.963248459512
458,33040000,,4810.959983259563
459,33120000,,4693.862533782955
460,33120000,5093.680706677503,
461,33200000,,4789.253122229735
462,33280000,,4768.856221826232
463,33360000,,4743.218389115426
464,33440000,,4740.76063253037
465,33520000,,4825.409453238295
466,33600000,,4816.472957726533
467,33680000,,4721.514603562318
468,33760000,,4794.258660576443
469,33840000,,4733.388677252084
470,33840000,5097.58189023999,
471,33920000,,4770.410474955158
472,34000000,,4756.052049577168
473,34080000,,4815.498185817685
474,34160000,,4827.048330233623
475,34240000,,4853.401463622681
476,34320000,,4811.048483770581
477,34400000,,4750.180868443249
478,34480000,,4844.8975997937905
479,34560000,,4810.412947262131
480,34560000,5128.731758001742,
481,34640000,,4846.471006598791
482,34720000,,4750.499376115908
483,34800000,,4827.382569771842
484,34880000,,4734.292621652681
485,34960000,,4842.6887897561655
486,35040000,,4816.8486122287995
487,35120000,,4804.596193308973
488,35200000,,4875.873329713728
489,35280000,,4816.210787639104
490,35280000,5120.65030565796,
491,35360000,,4840.436132534666
492,35440000,,4778.165537027549
493,35520000,,4797.662592224018
494,35600000,,4687.404260565391
495,35680000,,4819.058528238001
496,35760000,,4817.299654517451
497,35840000,,4808.092414086276
498,35920000,,4793.824741357673
499,36000000,,4840.669129896892
500,36000000,5129.917194332928,
501,36080000,,4869.905975550913
502,36160000,,4835.987557710648
503,36240000,,4800.161496877045
504,36320000,,4779.116646833445
505,36400000,,4795.000298747107
506,36480000,,4665.6186259756705
507,36560000,,4836.994007578078
508,36640000,,4865.300087025292
509,36720000,,4825.817476019865
510,36720000,5098.21575011157,
511,36800000,,4821.9424911396845
512,36880000,,4856.7114150169555
513,36960000,,4800.179849004979
514,37040000,,4835.721066170528
515,37120000,,4754.380548855121
516,37200000,,4839.79754495228
517,37280000,,4827.07663633116
518,37360000,,4833.460430158949
519,37440000,,4801.820688702687
520,37440000,5139.572577524472,
521,37520000,,4809.275015750885
522,37600000,,4839.247714895824
523,37680000,,4836.79223281392
524,37760000,,4732.8688170815785
525,37840000,,4821.654386135823
526,37920000,,4827.251887800233
527,38000000,,4769.428717654881
528,38080000,,4806.019856872171
529,38160000,,4804.256194391419
530,38160000,4988.306672551169,
531,38240000,,4743.58619830743
532,38320000,,4778.904583103739
533,38400000,,4843.169539633434
534,38480000,,4743.323434302668
535,38560000,,4825.912457558143
536,38640000,,4712.148603812662
537,38720000,,4843.485724863539
538,38800000,,4839.898586399655
539,38880000,,4862.294827075124
540,38880000,5078.624877948756,
541,38960000,,4715.305062074372
542,39040000,,4750.962211337529
543,39120000,,4780.500964152806
544,39200000,,4758.661867560464
545,39280000,,4814.797845074401
546,39360000,,4689.878621982845
547,39440000,,4795.002547022202
548,39520000,,4824.4261370737495
549,39600000,,4779.847482820251
550,39600000,5099.6563107319935,
551,39680000,,4783.609526882423
552,39760000,,4792.648157382897
553,39840000,,4813.446225628851
554,39920000,,4825.219524924077
555,40000000,,4807.3680425870525
556,40080000,,4831.265781175003
557,40160000,,4828.235688577618
558,40240000,,4725.692405601516
559,40320000,,4848.968274900898
560,40320000,5142.4020416300245,
561,40400000,,4841.489549381254
562,40480000,,4815.445770963121
563,40560000,,4802.696216893077
564,40640000,,4803.865743432434
565,40720000,,4763.812860475057
566,40800000,,4839.908592306443
567,40880000,,4768.834848791893
568,40960000,,4825.654291101237
569,41040000,,4761.633544809098
570,41040000,5019.702953447578,
571,41120000,,4807.732110759764
572,41200000,,4773.004574685001
573,41280000,,4831.493396567077
574,41360000,,4744.781454150163
575,41440000,,4787.798880574281
576,41520000,,4755.326850859706
577,41600000,,4724.549957997248
578,41680000,,4746.052086249934
579,41760000,,4731.969402049735
580,41760000,4985.27320529325,
581,41840000,,4727.361377911959
582,41920000,,4784.831095809256
583,42000000,,4851.362306083561
584,42080000,,4709.280199186452
585,42160000,,4847.414891753725
586,42240000,,4725.20272475255
587,42320000,,4723.798052425329
588,42400000,,4781.354630564724
589,42480000,,4816.709398096364
590,42480000,5059.572566946856,
591,42560000,,4751.832235115365
592,42640000,,4780.960012789108
593,42720000,,4739.977019453074
594,42800000,,4814.405330331146
595,42880000,,4744.851467038958
596,42960000,,4734.848446419028
597,43040000,,4771.925358653082
598,43120000,,4847.2520686156695
599,43200000,,4836.382063351417
600,43200000,5032.914181779155,
601,43280000,,4598.429494765745
602,43360000,,4753.505325012593
603,43440000,,4767.084475772756
604,43520000,,4819.233124745371
605,43600000,,4836.768559818462
606,43680000,,4748.1757965256675
607,43760000,,4841.036449814118
608,43840000,,4855.004694482431
609,43920000,,4827.613956540254
610,43920000,5041.567957628229,
611,44000000,,4755.775928354201
612,44080000,,4832.587318237721
613,44160000,,4813.435367192464
614,44240000,,4770.3291920674865
615,44320000,,4818.826635048176
616,44400000,,4713.085063921211
617,44480000,,4721.064132583474
618,44560000,,4819.4378245859
619,44640000,,4717.738766956938
620,44640000,5105.32485990535,
621,44720000,,4869.940826264545
622,44800000,,4871.9987497984375
623,44880000,,4869.243362176438
624,44960000,,4852.320008973723
625,45040000,,4801.528167893137
626,45120000,,4780.403548538302
627,45200000,,4710.494477273793
628,45280000,,4773.099025695103
629,45360000,,4852.111509850273
630,45360000,5038.974879430973,
631,45440000,,4786.492170096808
632,45520000,,4804.281040926571
633,45600000,,4697.545343183103
634,45680000,,4745.13067884978
635,45760000,,4735.568195832895
636,45840000,,4837.073350222619
637,45920000,,4752.35965916089
638,46000000,,4893.8551748348345
639,46080000,,4834.372839166918
640,46080000,5052.655908086535,
641,46160000,,4857.036959433306
642,46240000,,4900.7795019501555
643,46320000,,4824.199179786208
644,46400000,,4720.412535487497
645,46480000,,4860.502924189559
646,46560000,,4814.416300572256
647,46640000,,4900.651338838446
648,46720000,,4879.501419241186
649,46800000,,4800.204793026266
650,46800000,5087.601627065262,
651,46880000,,4836.1873321214425
652,46960000,,4825.516487083512
653,47040000,,4860.117728209212
654,47120000,,4794.493980549678
655,47200000,,4720.9304529450765
656,47280000,,4817.0719133498515
657,47360000,,4764.639190393908
658,47440000,,4890.848595519544
659,47520000,,4731.314717944777
660,47520000,5002.390395628909,
661,47600000,,4827.393496265608
662,47680000,,4844.482476540785
663,47760000,,4780.376430989435
664,47840000,,4856.872440895848
665,47920000,,4816.290575646794
666,48000000,,4753.645101751567
667,48080000,,4818.79993838263
668,48160000,,4860.021236524964
669,48240000,,4869.732949133427
670,48240000,5095.158072439002,
671,48320000,,4817.690982929859
672,48400000,,4870.17934443009
673,48480000,,4850.018068684008
674,48560000,,4826.146297721902
675,48640000,,4753.179382294106
676,48720000,,4885.964298198189
677,48800000,,4844.74088457916
678,48880000,,4811.910988200341
679,48960000,,4871.692294955012
680,48960000,5112.199280141516,
681,49040000,,4850.6556257866605
682,49120000,,4764.538402873333
683,49200000,,4774.3647942943735
684,49280000,,4882.468776392785
685,49360000,,4800.19286255172
686,49440000,,4811.787018018309
687,49520000,,4853.4792397930705
688,49600000,,4854.521068935943
689,49680000,,4837.846120849453
690,49680000,5050.062733008952,
691,49760000,,4832.149087180352
692,49840000,,4844.225334994164
693,49920000,,4777.295261557539
694,50000000,,4837.468002498137
695,50080000,,4844.206965829872
696,50160000,,4739.081885253048
697,50240000,,4756.155697964954
698,50320000,,4783.633902488029
699,50400000,,4865.321263049767
700,50400000,5083.240674706215,
701,50480000,,4782.574631512297
702,50560000,,4677.5331282232655
703,50640000,,4816.296844953517
704,50720000,,4843.930930938552
705,50800000,,4862.257803077688
706,50880000,,4814.0502204261265
707,50960000,,4885.274386162395
708,51040000,,4883.015124922872
709,51120000,,4798.536625475748
710,51120000,5080.116729125633,
711,51200000,,4863.2566435190965
712,51280000,,4884.567923087829
713,51360000,,4858.38602126757
714,51440000,,4755.845726424506
715,51520000,,4875.021042452723
716,51600000,,4906.074337783725
717,51680000,,4821.296489233569
718,51760000,,4881.188856843367
719,51840000,,4859.110199128537
720,51840000,5061.56386174997,
721,51920000,,4862.22195957821
722,52000000,,4899.653730076252
723,52080000,,4877.547574694758
724,52160000,,4822.489844897645
725,52240000,,4767.689424601027
726,52320000,,4846.265951342681
727,52400000,,4818.924068331006
728,52480000,,4859.528956166805
729,52560000,,4839.500754139708
730,52560000,4971.8812623256545,
731,52640000,,4871.422681063543
732,52720000,,4836.630823230094
733,52800000,,4806.985205326877
734,52880000,,4709.174324203048
735,52960000,,4786.595350342694
736,53040000,,4827.9773670427185
737,53120000,,4722.922829018165
738,53200000,,4810.719908156805
739,53280000,,4754.440626388503
740,53280000,4862.871765414992,
741,53360000,,4769.715565018557
742,53440000,,4747.07583964574
743,53520000,,4810.268894011375
744,53600000,,4774.700309241617
745,53680000,,4832.550907546223
746,53760000,,4730.795520196106
747,53840000,,4802.787028777322
748,53920000,,4799.486818151527
749,54000000,,4812.122280161721
750,54000000,5024.353585009875,
751,54080000,,4745.681755794127
752,54160000,,4819.709763998859
753,54240000,,4796.238857907832
754,54320000,,4818.989423467722
755,54400000,,4831.136184666349
756,54480000,,4774.276340374168
757,54560000,,4695.25552152403
758,54640000,,4801.771376758619
759,54720000,,4735.48206730478
760,54720000,4999.615935147983,
761,54800000,,4700.010407431493
762,54880000,,4783.402973876706
763,54960000,,4740.392192309298
764,55040000,,4751.607971167558
765,55120000,,4765.805114094693
766,55200000,,4728.652454719983
767,55280000,,4813.2620659426775
768,55360000,,4751.174418788139
769,55440000,,4798.158913351797
770,55440000,4994.220893949487,
771,55520000,,4767.642561265746
772,55600000,,4791.981757106134
773,55680000,,4746.234351320391
774,55760000,,4757.960901405508
775,55840000,,4821.851228449299
776,55920000,,4753.811768324829
777,56000000,,4839.558088594031
778,56080000,,4816.967036959364
779,56160000,,4781.319706173397
780,56160000,5059.634204918825,
781,56240000,,4853.4505287264965
782,56320000,,4863.9259427051165
783,56400000,,4816.441901752312
784,56480000,,4804.941963103668
785,56560000,,4630.289126208872
786,56640000,,4776.33416949661
787,56720000,,4817.829243411825
788,56800000,,4771.27216106758
789,56880000,,4797.0227730635315
790,56880000,5030.971320253002,
791,56960000,,4818.783897266684
792,57040000,,4818.816900008982
793,57120000,,4715.694050778249
794,57200000,,4770.006127785593
795,57280000,,4847.320244750068
796,57360000,,4699.178581229302
797,57440000,,4849.1312349210775
798,57520000,,4701.200165690588
799,57600000,,4782.993312915789
800,57600000,5043.066480679234,
801,57680000,,4836.065313427465
802,57760000,,4743.12226183839
803,57840000,,4823.343381644465
804,57920000,,4771.91604416037
805,58000000,,4787.77617395239
806,58080000,,4809.097696411598
807,58160000,,4832.750964273973
808,58240000,,4804.598104176633
809,58320000,,4772.637657851442
810,58320000,5073.822217232068,
811,58400000,,4846.148088008456
812,58480000,,4825.465129634499
813,58560000,,4781.685905367538
814,58640000,,4774.5333536271955
815,58720000,,4758.617262437673
816,58800000,,4804.153703137073
817,58880000,,4737.680975891303
818,58960000,,4769.321054100022
819,59040000,,4752.90970927126
820,59040000,5017.037561822585,
821,59120000,,4802.513777222193
822,59200000,,4782.367379850325
823,59280000,,4790.438593488159
824,59360000,,4789.65151886708
825,59440000,,4758.784431788909
826,59520000,,4627.100997133408
827,59600000,,4709.554141869141
828,59680000,,4773.419149236741
829,59760000,,4678.370646838914
830,59760000,4992.40631567902,
831,59840000,,4791.304329754326
832,59920000,,4796.042525842304
833,60000000,,4799.9071428455545
834,60080000,,4833.625250463961
835,60160000,,4713.21324076357
836,60240000,,4769.439015822054
837,60320000,,4843.675300650335
838,60400000,,4771.106469837631
839,60480000,,4821.567506144002
840,60480000,4974.376311462892,
841,60560000,,4757.8579507680415
842,60640000,,4794.374620287843
843,60720000,,4748.739890325563
844,60800000,,4827.148030115795
845,60880000,,4742.577511624515
846,60960000,,4773.0251064007125
847,61040000,,4826.999765355259
848,61120000,,4824.577904622506
849,61200000,,4812.579509300976
850,61200000,4950.177160144721,
851,61280000,,4829.856842023956
852,61360000,,4694.123202018604
853,61440000,,4753.9091186538735
854,61520000,,4802.000013179828
855,61600000,,4790.0994794555645
856,61680000,,4790.825061411978
857,61760000,,4812.9752443818115
858,61840000,,4816.729132756804
859,61920000,,4780.103224357638
860,61920000,5055.19568564737,
861,62000000,,4785.622837764024
862,62080000,,4790.461237427537
863,62160000,,4833.554716955829
864,62240000,,4804.834556444385
865,62320000,,4739.411235840051
866,62400000,,4816.710820268376
867,62480000,,4837.546060514923
868,62560000,,4750.913429863003
869,62640000,,4786.39018334889
870,62640000,5013.009340902136,
871,62720000,,4820.602905036844
872,62800000,,4830.665495648069
873,62880000,,4787.796201764801
874,62960000,,4824.105316604514
875,63040000,,4815.206305687621
876,63120000,,4792.3610697032445
877,63200000,,4787.182043773961
878,63280000,,4820.653886551355
879,63360000,,4735.9814095710335
880,63360000,5011.5188483905495,
881,63440000,,4869.425816879637
882,63520000,,4827.4241046321695
883,63600000,,4810.528437786455
884,63680000,,4752.653887987528
885,63760000,,4781.512500387174
886,63840000,,4747.412320014644
887,63920000,,4832.733857239351
888,64000000,,4820.1925019940345
889,64080000,,4852.858195427501
890,64080000,5106.543131870409,
891,64160000,,4890.875252967793
892,64240000,,4872.072720990979
893,64320000,,4806.337719078071
894,64400000,,4750.078083851642
895,64480000,,4680.5806083162
896,64560000,,4836.06219778352
897,64640000,,4781.260447254672
898,64720000,,4822.226903173079
899,64800000,,4833.442499534544
900,64800000,5080.9125639780395,
901,64880000,,4754.593586734378
902,64960000,,4810.7329323821705
903,65040000,,4808.553219734533
904,65120000,,4837.540545333644
905,65200000,,4824.314770445364
906,65280000,,4780.337290614149
907,65360000,,4836.833137198368
908,65440000,,4851.051367406418
909,65520000,,4768.379887080575
910,65520000,5054.408743401348,
911,65600000,,4730.922005540259
912,65680000,,4792.880299187337
913,65760000,,4772.367145291557
914,65840000,,4835.391463586015
915,65920000,,4787.769549630565
916,66000000,,4762.510294491841
917,66080000,,4820.958547140567
918,66160000,,4811.13739855149
919,66240000,,4886.52909891685
920,66240000,5089.912302217914,
921,66320000,,4797.2017809532645
922,66400000,,4764.158020727484
923,66480000,,4831.295602881312
